小微企业ID,主管税务机关,所欠税种,欠税属期,欠税余额(元),具体日期
Q07685,江苏省昆山市国家税务局,增值税,,29000,Apr-18
Q07685,,城市维护建设税,,1000,Apr-18
Q07685,,个人所得税,,0,Apr-18
Q07685,江苏省昆山市国家税务局,增值税,,17000,Jan-18
Q07685,江苏省昆山市国家税务局,企业所得税,,9000,Jan-18
Q07685,江苏省昆山市国家税务局,增值税,,41000,Oct-17
Q07685,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q07685,江苏省昆山市国家税务局,城市维护建设税,,2000,Jul-17
Q07694,苏州市国家税务局,增值税,,0,Oct-17
Q07694,苏州市国家税务局,增值税,,0,Aug-17
Q07694,苏州市国家税务局,增值税,,7000,Oct-16
Q07694,苏州市地方税务局,10109|城市维护建设税,2016/6/1,0,Jan-16
Q07710,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q07710,苏州市昆山地方税务局,印花税,,0,Apr-17
Q07711,江苏省昆山市国家税务局,增值税,,59000,Apr-18
Q07711,江苏省昆山市国家税务局,增值税,,59000,Jan-18
Q07711,江苏省昆山市国家税务局,增值税,,59000,Oct-17
Q07711,江苏省昆山市国家税务局,增值税,,59000,Jul-17
Q07711,江苏省昆山市国家税务局,增值税,,59000,Apr-17
Q07713,,增值税,,11000,Jan-17
Q07718,,个人所得税,,0,Apr-18
Q07718,,个人所得税,,0,Jan-18
Q07718,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q07718,江苏省昆山市国家税务局,个人所得税,,0,Jul-17
Q07718,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q07728,昆山市国家税务局,增值税,,1000,Jan-17
Q07734,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q07742,相城国家税务局,10112|城镇土地使用税,,5000,Jun-17
Q07742,相城国家税务局,10110|房产税,,6000,Jun-17
Q07742,相城国家税务局,10104|企业所得税,,36000,Jun-17
Q07742,相城市地方税务局,企业所得税,,36000,Jul-16
Q07742,相城市地方税务局,城镇土地使用税,,5000,Jul-16
Q07742,相城市地方税务局,房产税,,6000,Jul-16
Q07742,相城市地方税务局,企业所得税,,36000,Apr-16
Q07742,相城市地方税务局,城镇土地使用税,,5000,Apr-16
Q07742,相城市地方税务局,房产税,,6000,Apr-16
Q07742,相城市地方税务局,企业所得税,,36000,Jan-16
Q07742,相城市地方税务局,城镇土地使用税,,5000,Jan-16
Q07742,相城市地方税务局,房产税,,6000,Jan-16
Q07742,苏州市地方税务局相城区分局,企业所得税,,36000,Oct-15
Q07742,苏州市地方税务局相城区分局,城镇土地使用税,,5000,Oct-15
Q07742,苏州市地方税务局相城区分局,房产税,,6000,Oct-15
Q07742,苏州市地方税务局相城分局,企业所得税,,36000,Oct-15
Q07742,苏州市地方税务局相城分局,城镇土地使用税,,5000,Oct-15
Q07742,苏州市地方税务局相城分局,房产税,,6000,Oct-15
Q07742,苏州市地方税务局相城分局,企业所得税,,36000,Sep-15
Q07742,苏州市地方税务局相城分局,城镇土地使用税,,5000,Sep-15
Q07742,苏州市地方税务局相城分局,房产税,,6000,Sep-15
Q07742,苏州市地方税务局,企业所得税,,36000,Jul-14
Q07742,苏州市地方税务局,城镇土地使用税,,10000,Jul-14
Q07742,苏州市地方税务局,房产税,,17000,Jul-14
Q07742,苏州市地方税务局,房产税,,17000,Apr-14
Q07742,苏州市地方税务局,城镇土地使用税,,10000,Apr-14
Q07742,苏州市地方税务局,企业所得税,,36000,Apr-14
Q07742,苏州市地方税务局,房产税,,17000,Jan-14
Q07742,苏州市地方税务局,城镇土地使用税,,10000,Jan-14
Q07742,苏州市地方税务局,企业所得税,,38000,Jan-14
Q07742,常熟市地方税务局,城市维护建设税,,1000,Jul-12
Q07742,,城市维护建设税,,1000,Apr-12
Q07742,常熟市地方税务局,房产税,,11000,Jan-12
Q07742,相城市地方税务局,10112|城镇土地使用税,2009/10/1,5000,Jan-12
Q07742,相城市地方税务局,10104|企业所得税,2005/4/1,3000,Jan-12
Q07742,相城市地方税务局,10104|企业所得税,2005/11/1,4000,Jan-12
Q07742,,10112|城镇土地使用税,2009/10/1,5000,Jan-12
Q07742,相城市地方税务局,10110|房产税,2009/10/1,6000,Jan-12
Q07742,相城市地方税务局,10104|企业所得税,2005/1/1,28000,Jan-12
Q07742,,房产税,,11000,Oct-11
Q07772,昆山市地方税务局,10104|企业所得税,2015/1/1,1000,Aug-16
Q07774,相城市地方税务局,企业所得税,,0,Apr-16
Q07774,苏州市地方税务局相城区分局,企业所得税,,0,Apr-16
Q07783,常熟市地方税务局,城市维护建设税,,1000,Jul-12
Q07783,江苏省地方税务局,城市维护建设税,,0,Apr-12
Q07783,,城市维护建设税,,0,Jan-12
Q07789,常熟市地方税务局,个人所得税,,0,Jul-12
Q07792,相城市地方税务局,印花税,,0,Jul-16
Q07792,相城市地方税务局,印花税,,0,Apr-16
Q07792,相城市地方税务局,印花税,,0,Jan-16
Q07813,张家港市地方税务局,10110|房产税,2016/4/1,28000,Apr-16
Q07813,张家港市地方税务局,10112|城镇土地使用税,2016/4/1,53000,Apr-16
Q07813,,增值税,,855000,Jan-16
Q07813,,增值税,,855000,Oct-15
Q07813,,增值税,,855000,Jul-15
Q07813,张家港市国家税务局,增值税,,835000,May-15
Q07821,苏州市地方税务局吴中区分局,城市维护建设税,,11000,Oct-15
Q07831,昆山市地方税务局,印花税,,0,Oct-15
Q07831,昆山市地方税务局,城市维护建设税,,0,Oct-15
Q07831,昆山市地方税务局,营业税,,4000,Oct-15
Q07844,,增值税,,2084000,Apr-11
Q07844,,增值税,,2084000,Jan-11
Q07844,,增值税,,2084000,Oct-10
Q07844,,增值税,,2084000,Jul-10
Q07844,,增值税,,2084000,Apr-10
Q07855,吴中市地方税务局,印花税,,0,Jan-16
Q07900,江苏省昆山市国家税务局,增值税,,21000,Apr-18
Q07922,江苏省昆山市国家税务局,增值税,,221000,Apr-18
Q07922,江苏省昆山市国家税务局,企业所得税,,6000,Apr-18
Q07922,江苏省地方税务局,教育费附加,,7000,Dec-17
Q07922,江苏省地方税务局,城市维护建设税,,11000,Dec-17
Q07922,江苏省地方税务局,地方教育附加,,4000,Dec-17
Q07922,江苏省地方税务局,印花税,,0,Dec-17
Q07922,江苏省昆山市国家税务局,企业所得税,,6000,Oct-17
Q07922,江苏省昆山市国家税务局,增值税,,221000,Oct-17
Q07922,江苏省地方税务局,教育费附加,,7000,Sep-17
Q07922,江苏省地方税务局,城市维护建设税,,11000,Sep-17
Q07922,江苏省地方税务局,地方教育附加,,4000,Sep-17
Q07922,江苏省地方税务局,印花税,,0,Sep-17
Q07922,江苏省昆山市国家税务局,企业所得税,,6000,Jul-17
Q07922,江苏省昆山市国家税务局,增值税,,221000,Jul-17
Q07922,江苏省昆山市国家税务局,城市维护建设税,,11000,Jul-17
Q07922,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q07922,江苏省昆山市国家税务局,企业所得税,,6000,Apr-17
Q07922,江苏省昆山市国家税务局,增值税,,221000,Apr-17
Q07922,苏州市昆山地方税务局,城市维护建设税,,11000,Apr-17
Q07922,苏州市昆山地方税务局,印花税,,0,Apr-17
Q07922,昆山市国家税务局,增值税,,221000,Jan-17
Q07922,昆山市国家税务局,企业所得税,,6000,Jan-17
Q07922,,城市维护建设税,,11000,Jan-17
Q07922,,印花税,,0,Jan-17
Q07922,昆山市地方税务局,10111|印花税,2016/3/1,0,Aug-16
Q07922,昆山市地方税务局,10109|城市维护建设税,2016/4/1,2000,Aug-16
Q07922,昆山市地方税务局,10109|城市维护建设税,2016/3/1,3000,Aug-16
Q07922,昆山市地方税务局,10109|城市维护建设税,2016/5/1,5000,Aug-16
Q07922,昆山市地方税务局,印花税,,0,Jul-16
Q07922,昆山市地方税务局,城市维护建设税,,11000,Jul-16
Q07922,,企业所得税,,0,Jul-16
Q07922,昆山市国家税务局,增值税,,10000,Jan-16
Q07922,昆山市国家税务局,增值税,,12000,Oct-15
Q07952,苏州市昆山地方税务局,城市维护建设税,,1000,Apr-17
Q07954,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q07954,,印花税,,0,Apr-18
Q07954,,城市维护建设税,,0,Apr-18
Q07954,,个人所得税,,0,Apr-18
Q07954,江苏省昆山市国家税务局,增值税,,4000,Jan-18
Q07954,,个人所得税,,0,Jan-18
Q07954,,城市维护建设税,,0,Jan-18
Q07954,,印花税,,0,Jan-18
Q07954,江苏省昆山市国家税务局,增值税,,4000,Oct-17
Q07954,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q07954,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q07954,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q07954,江苏省昆山市国家税务局,增值税,,4000,Jul-17
Q07954,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q07954,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q07954,江苏省昆山市国家税务局,个人所得税,,0,Jul-17
Q07954,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q07954,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q07954,苏州市昆山地方税务局,印花税,,0,Apr-17
Q07954,,个人所得税,,0,Jan-17
Q07954,,城市维护建设税,,0,Jan-17
Q07954,,印花税,,0,Jan-17
Q07954,,增值税,,0,Jul-16
Q07958,昆山市国家税务局,增值税,,5000,Jan-16
Q07960,江苏省昆山市国家税务局,增值税,,0,Oct-17
Q07961,,印花税,,0,Apr-18
Q08002,苏州市地方税务局吴中区分局,企业所得税,,0,Jul-12
Q08002,常熟市地方税务局,营业税,,0,Oct-11
Q08016,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-15
Q08042,相城国家税务局,10109|城市维护建设税,,25000,Jun-17
Q08042,相城市地方税务局,城市维护建设税,,25000,Jul-16
Q08042,相城市地方税务局,城市维护建设税,,25000,Apr-16
Q08042,相城市地方税务局,城市维护建设税,,25000,Jan-16
Q08042,苏州市地方税务局相城区分局,城市维护建设税,,25000,Oct-15
Q08042,苏州市地方税务局相城分局,城市维护建设税,,25000,Oct-15
Q08042,苏州市地方税务局相城分局,城市维护建设税,,25000,Sep-15
Q08042,苏州市地方税务局,城市维护建设税,,25000,Jul-14
Q08042,苏州市地方税务局,城市维护建设税,,25000,Apr-14
Q08042,苏州市地方税务局,城市维护建设税,,25000,Jan-14
Q08042,常熟市地方税务局,城市维护建设税,,50000,Jul-12
Q08042,,城市维护建设税,,50000,Apr-12
Q08042,,30216|地方教育附加,2011/12/1,10000,Jan-12
Q08042,,30203|教育费附加,2011/12/1,15000,Jan-12
Q08042,相城市地方税务局,10109|城市维护建设税,2011/12/1,25000,Jan-12
Q08053,,印花税,,0,Apr-18
Q08073,昆山市地方税务局,土地增值税,,2467000,Jul-16
Q08073,昆山市地方税务局,土地增值税,,2807000,Apr-16
Q08073,江苏省苏州地方税务局,土地增值税,,2807000,Apr-16
Q08073,苏州市地方税务局,10113|土地增值税,2015/7/17,2467000,Apr-16
Q08073,昆山市地方税务局,土地增值税,,2807000,Jan-16
Q08073,昆山市地方税务局,土地增值税,,2807000,Oct-15
Q08080,相城市地方税务局,企业所得税,,2000,Jul-16
Q08096,江苏省地方税务局,教育费附加,,0,Aug-11
Q08098,相城市地方税务局,印花税,,0,Jan-16
Q08103,,企业所得税,,1000,Apr-12
Q08119,,个人所得税,,0,Jan-12
Q08147,苏州市地方税务局,印花税,,0,Oct-15
Q08169,张家港市地方税务局,土地增值税,,5647000,Jul-16
Q08169,张家港市地方税务局,土地增值税,,5647000,Apr-16
Q08169,苏州市地方税务局,10113|土地增值税,2013/8/13,5647000,Apr-16
Q08169,张家港市地方税务局,土地增值税,,5647000,Jan-16
Q08169,张家港市地方税务局,土地增值税,,5673000,Oct-15
Q08169,张家港市地方税务局,土地增值税,,5713000,Sep-15
Q08169,苏州市地方税务局,土地增值税,,6213000,Jul-14
Q08169,苏州市地方税务局,土地增值税,,6213000,Apr-14
Q08169,苏州市地方税务局,土地增值税,,6213000,Jan-14
Q08173,江苏省地方税务局,教育费附加,,0,Dec-17
Q08173,江苏省地方税务局,城市维护建设税,,0,Dec-17
Q08173,江苏省地方税务局,地方教育附加,,0,Dec-17
Q08173,苏州市地方税务局,10109|城市维护建设税,2016/6/1,0,Jan-16
Q08180,昆山市国家税务局,增值税,,27000,Jan-17
Q08193,,印花税,,0,Apr-18
Q08200,江苏省昆山市国家税务局,增值税,,86000,Oct-17
Q08200,江苏省昆山市国家税务局,增值税,,52000,Jul-17
Q08200,昆山市国家税务局,增值税,,26000,Jan-17
Q08204,,城市维护建设税,,0,Jan-18
Q08209,苏州市国家税务局,增值税,,0,Oct-17
Q08209,苏州市国家税务局,增值税,,0,Aug-17
Q08210,相城国家税务局,增值税,,3000,Jun-17
Q08210,相城国家税务局,10109|城市维护建设税,,0,Jun-17
Q08210,,增值税,,8000,Apr-17
Q08210,,增值税,,11000,Jan-17
Q08210,苏州市地方税务局相城分局,城市维护建设税,,1000,Oct-15
Q08210,苏州市地方税务局相城分局,城市维护建设税,,1000,Sep-15
Q08212,昆山市地方税务局,10111|印花税,2016/7/1,0,Aug-16
Q08227,常熟市地方税务局,城市维护建设税,,0,Oct-11
Q08245,昆山市地方税务局,印花税,,0,Apr-16
Q08245,江苏省苏州地方税务局,印花税,,0,Apr-16
Q08265,,印花税,,0,Jan-17
Q08299,江苏省昆山市国家税务局,增值税,,13000,Apr-18
Q08300,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q08300,江苏省地方税务局,城市维护建设税,,0,Apr-12
Q08300,,城市维护建设税,,0,Jan-12
Q08308,,城市维护建设税,,0,Jan-17
Q08331,常熟市地方税务局,印花税,,0,Jul-12
Q08367,苏州市地方税务局吴中区分局,印花税,,0,Oct-15
Q08370,常熟市地方税务局,印花税,,0,Jul-12
Q08370,江苏省地方税务局,印花税,,0,Apr-12
Q08379,吴中市地方税务局,城市维护建设税,,19000,Jul-16
Q08379,吴中市地方税务局,城市维护建设税,,19000,Apr-16
Q08379,江苏省苏州地方税务局,城市维护建设税,,19000,Apr-16
Q08379,吴中市地方税务局,印花税,,0,Jan-16
Q08379,吴中市地方税务局,城市维护建设税,,19000,Jan-16
Q08379,苏州市地方税务局吴中区分局,城市维护建设税,,19000,Oct-15
Q08379,苏州市地方税务局吴中分局,城市维护建设税,,19000,Sep-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2011/12/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/11/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2014/4/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/5/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/3/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2011/11/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/10/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/4/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2013/4/1,1000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/8/1,2000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2012/9/1,2000,Jan-15
Q08379,吴忠市地方税务局,10109|城市维护建设税,2008/1/1,7000,Jan-15
Q08379,苏州市地方税务局,城市维护建设税,,19000,Jul-14
Q08379,苏州市地方税务局,城市维护建设税,,18000,Jan-14
Q08379,苏州市地方税务局吴中区分局,城市维护建设税,,13000,Jul-12
Q08379,,城市维护建设税,,10000,Apr-12
Q08379,,城市维护建设税,,9000,Jan-12
Q08379,常熟市地方税务局,城市维护建设税,,8000,Oct-11
Q08387,苏州市地方税务局相城分局,印花税,,0,Sep-15
Q08412,昆山市地方税务局,印花税,,10000,Jul-16
Q08412,昆山市地方税务局,城市维护建设税,,40000,Jul-16
Q08412,昆山市地方税务局,印花税,,10000,Apr-16
Q08412,昆山市地方税务局,城市维护建设税,,40000,Apr-16
Q08412,江苏省苏州地方税务局,印花税,,10000,Apr-16
Q08412,江苏省苏州地方税务局,城市维护建设税,,40000,Apr-16
Q08412,昆山市地方税务局,印花税,,10000,Jan-16
Q08412,昆山市地方税务局,城市维护建设税,,40000,Jan-16
Q08412,昆山市地方税务局,印花税,,10000,Oct-15
Q08412,昆山市地方税务局,城市维护建设税,,40000,Oct-15
Q08412,昆山市地方税务局,营业税,,804000,Oct-15
Q08428,江苏省昆山市国家税务局,增值税,,2000,Oct-17
Q08428,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q08428,江苏省昆山市国家税务局,增值税,,0,Jul-17
Q08430,江苏省太仓市国家税务局,增值税增值税,,3000,Apr-18
Q08430,江苏省太仓市国家税务局,增值税,,28000,Jan-18
Q08430,太仓市地方税务局,印花税,,0,Apr-16
Q08430,太仓市地方税务局,印花税,,0,Jan-16
Q08430,太仓市地方税务局,印花税,,0,Oct-15
Q08430,太仓市地方税务局,10111|印花税,2016/6/1,0,Jul-15
Q08430,太仓市地方税务局,10111|印花税,2016/8/1,0,Jul-15
Q08437,江苏省地方税务局,教育费附加,,4000,Sep-17
Q08437,江苏省地方税务局,城市维护建设税,,6000,Sep-17
Q08437,江苏省地方税务局,地方教育附加,,2000,Sep-17
Q08437,江苏省地方税务局,印花税,,0,Sep-17
Q08437,江苏省地方税务局,教育费附加,,4000,Jun-17
Q08437,江苏省地方税务局,城市维护建设税,,6000,Jun-17
Q08437,江苏省地方税务局,地方教育附加,,2000,Jun-17
Q08437,江苏省地方税务局,印花税,,0,Jun-17
Q08437,苏州市相城地方税务局,教育费附加,,4000,Mar-17
Q08437,苏州市相城地方税务局,城市维护建设税,,6000,Mar-17
Q08437,苏州市相城地方税务局,地方教育附加,,2000,Mar-17
Q08437,苏州市相城地方税务局,印花税,,0,Mar-17
Q08437,,增值税,,1000,Jan-17
Q08437,相城市地方税务局,城市维护建设税,,5000,Jul-16
Q08437,,增值税,,30000,Jul-16
Q08437,相城市地方税务局,城市维护建设税,,4000,Apr-16
Q08437,苏州市地方税务局相城区分局,城市维护建设税,,4000,Apr-16
Q08437,相城市地方税务局,城市维护建设税,,4000,Jan-16
Q08437,苏州市地方税务局相城区分局,印花税,,0,Oct-15
Q08437,苏州市地方税务局相城区分局,城市维护建设税,,4000,Oct-15
Q08437,苏州市地方税务局相城区分局,个人所得税,,0,Oct-15
Q08437,,30216|地方教育附加,2016/5/1,1000,Jan-12
Q08437,,30203|教育费附加,2016/5/1,1000,Jan-12
Q08437,相城市地方税务局,10109|城市维护建设税,2016/5/1,2000,Jan-12
Q08437,,30216|地方教育附加,2015/8/1,2000,Jan-12
Q08437,,30203|教育费附加,2015/8/1,2000,Jan-12
Q08437,相城市地方税务局,10109|城市维护建设税,2015/8/1,4000,Jan-12
Q08438,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q08438,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q08438,,城市维护建设税,,0,Jan-17
Q08438,昆山市地方税务局,10109|城市维护建设税,2015/12/1,0,Aug-16
Q08438,昆山市地方税务局,城市维护建设税,,0,Jul-16
Q08438,昆山市地方税务局,城市维护建设税,,0,Apr-16
Q08438,江苏省苏州地方税务局,城市维护建设税,,0,Apr-16
Q08438,苏州市昆山地方税务局,印花税,,0,Sep-14
Q08438,江苏省地方税务局,印花税,,0,Sep-14
Q08438,江苏省地方税务局,印花税,,0,Jul-14
Q08438,苏州市昆山地方税务局,印花税,,0,Jun-14
Q08438,江苏省地方税务局,印花税,,0,Jun-14
Q08438,苏州市地方税务局,印花税,,0,Apr-14
Q08439,江苏省昆山市国家税务局,增值税,,3000,Apr-17
Q08445,,增值税,,3000,Nov-16
Q08449,江苏省地方税务局,个人所得税,,0,Aug-11
Q08459,苏州市地方税务局,城市维护建设税,,8000,Jul-14
Q08459,苏州市地方税务局,印花税,,0,Apr-14
Q08459,苏州市地方税务局,城市维护建设税,,4000,Apr-14
Q08464,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q08485,苏州市地方税务局,印花税,,0,Jul-14
Q08485,苏州市地方税务局,印花税,,0,Jan-14
Q08489,昆山市地方税务局,印花税,,0,Jul-16
Q08504,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q08540,常熟市地方税务局,印花税,,0,Jul-12
Q08540,江苏省地方税务局,印花税,,0,Apr-12
Q08545,常熟市地方税务局,营业税,,2000,Oct-11
Q08550,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,1000,Jan-15
Q08577,张家港市地方税务局,印花税,,2000,Jul-16
Q08577,张家港市地方税务局,城市维护建设税,,62000,Jul-16
Q08577,张家港市地方税务局,个人所得税,,12000,Jul-16
Q08577,张家港市地方税务局,印花税,,2000,Apr-16
Q08577,张家港市地方税务局,城市维护建设税,,62000,Apr-16
Q08577,张家港市地方税务局,个人所得税,,11000,Apr-16
Q08577,张家港市地方税务局,10111|印花税,2015/9/1,0,Apr-16
Q08577,张家港市地方税务局,10111|印花税,2015/8/1,0,Apr-16
Q08577,张家港市地方税务局,10111|印花税,2015/5/1,0,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2016/6/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/9/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/11/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/6/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/7/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/10/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/8/1,1000,Apr-16
Q08577,张家港市地方税务局,10109|城市维护建设税,2015/10/1,1000,Apr-16
Q08577,张家港市地方税务局,10106|个人所得税,2015/1/1,2000,Apr-16
Q08577,张家港市地方税务局,10109|城市维护建设税,2015/9/1,7000,Apr-16
Q08577,张家港市地方税务局,10109|城市维护建设税,2015/3/1,9000,Apr-16
Q08577,张家港市地方税务局,10109|城市维护建设税,2015/8/1,11000,Apr-16
Q08577,张家港市地方税务局,10109|城市维护建设税,2015/5/1,12000,Apr-16
Q08577,张家港市地方税务局,印花税,,1000,Jan-16
Q08577,张家港市地方税务局,城市维护建设税,,41000,Jan-16
Q08577,张家港市地方税务局,个人所得税,,8000,Jan-16
Q08577,,增值税,,319000,Oct-15
Q08577,张家港市地方税务局,印花税,,1000,Oct-15
Q08577,张家港市地方税务局,城市维护建设税,,32000,Oct-15
Q08577,张家港市地方税务局,个人所得税,,5000,Oct-15
Q08577,张家港市地方税务局,印花税,,0,Oct-15
Q08577,张家港市地方税务局,城市维护建设税,,21000,Oct-15
Q08577,张家港市地方税务局,个人所得税,,2000,Oct-15
Q08577,张家港市地方税务局,个人所得税,,2000,Sep-15
Q08577,,增值税,,540000,Jul-15
Q08577,张家港市国家税务局,增值税,,73000,May-15
Q08577,苏州市地方税务局,印花税,,0,Jul-14
Q08577,苏州市地方税务局,城市维护建设税,,0,Jul-14
Q08577,苏州市地方税务局,个人所得税,,62000,Jul-14
Q08577,苏州市地方税务局,城市维护建设税,,1000,Apr-14
Q08577,苏州市地方税务局,个人所得税,,62000,Apr-14
Q08577,苏州市地方税务局,印花税,,1000,Apr-14
Q08577,苏州市地方税务局,个人所得税,,37000,Jan-14
Q08577,苏州市地方税务局,城市维护建设税,,1000,Jan-14
Q08577,苏州市地方税务局,印花税,,1000,Jan-14
Q08595,江苏省昆山市国家税务局,增值税,,8000,Apr-18
Q08610,,企业所得税,,10833000,Jan-11
Q08610,,企业所得税,,10833000,Oct-10
Q08610,,企业所得税,,10833000,Jul-10
Q08610,,企业所得税,,10833000,Apr-10
Q08626,,城市维护建设税,,0,Jan-12
Q08653,苏州市地方税务局,印花税,,0,Jul-14
Q08653,苏州市地方税务局,印花税,,0,Apr-14
Q08653,常熟市地方税务局,印花税,,0,Jul-12
Q08653,江苏省地方税务局,印花税,,0,Apr-12
Q08653,,印花税,,0,Jan-12
Q08653,,印花税,,0,Oct-11
Q08661,,城市维护建设税,,5000,Apr-18
Q08661,,印花税,,0,Apr-18
Q08661,,印花税,,0,Jan-18
Q08661,,城市维护建设税,,1000,Jan-18
Q08661,昆山市地方税务局,10111|印花税,2016/7/1,0,Aug-16
Q08661,昆山市地方税务局,10109|城市维护建设税,2015/1/1,0,Aug-16
Q08661,昆山市地方税务局,10109|城市维护建设税,2015/2/1,0,Aug-16
Q08661,昆山市地方税务局,10109|城市维护建设税,2016/7/1,1000,Aug-16
Q08661,昆山市地方税务局,10109|城市维护建设税,2016/1/1,1000,Aug-16
Q08661,昆山市地方税务局,10109|城市维护建设税,2015/6/1,1000,Aug-16
Q08661,昆山市地方税务局,10106|个人所得税,2015/12/1,2000,Aug-16
Q08661,昆山市地方税务局,10106|个人所得税,2016/6/1,2000,Aug-16
Q08661,昆山市地方税务局,10106|个人所得税,2016/7/1,2000,Aug-16
Q08661,昆山市地方税务局,10106|个人所得税,2016/8/1,2000,Aug-16
Q08661,昆山市地方税务局,城市维护建设税,,9000,Jul-16
Q08661,昆山市地方税务局,个人所得税,,22000,Jul-16
Q08661,,增值税,,0,Jul-16
Q08661,昆山市地方税务局,城市维护建设税,,9000,Apr-16
Q08661,昆山市地方税务局,个人所得税,,20000,Apr-16
Q08661,江苏省苏州地方税务局,城市维护建设税,,9000,Apr-16
Q08661,江苏省苏州地方税务局,个人所得税,,20000,Apr-16
Q08661,昆山市国家税务局,增值税,,0,Apr-16
Q08661,,增值税,,0,Mar-16
Q08661,昆山市地方税务局,城市维护建设税,,7000,Jan-16
Q08661,昆山市地方税务局,个人所得税,,15000,Jan-16
Q08661,昆山市地方税务局,城市维护建设税,,5000,Oct-15
Q08661,昆山市地方税务局,个人所得税,,12000,Oct-15
Q08661,昆山市地方税务局,城市维护建设税,,4000,Oct-15
Q08661,昆山市地方税务局,个人所得税,,7000,Oct-15
Q08661,昆山市国家税务局,增值税,,34000,Oct-15
Q08661,昆山市地方税务局,城市维护建设税,,1000,Sep-15
Q08661,昆山市地方税务局,个人所得税,,5000,Sep-15
Q08661,江苏省地方税务局,个人所得税,,12000,Apr-12
Q08667,太仓市地方税务局,城镇土地使用税,,25000,Jul-16
Q08667,太仓市地方税务局,房产税,,42000,Jul-16
Q08684,江苏省昆山市国家税务局,增值税,,34000,Jan-18
Q08684,江苏省昆山市国家税务局,增值税,,35000,Oct-17
Q08684,江苏省昆山市国家税务局,增值税,,15000,Jul-17
Q08686,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q08690,,印花税,,0,Apr-18
Q08690,,个人所得税,,0,Apr-18
Q08692,江苏省昆山市国家税务局,增值税,,27000,Jan-18
Q08694,江苏省昆山市国家税务局,增值税,,94000,Apr-18
Q08694,江苏省昆山市国家税务局,增值税,,94000,Jan-18
Q08694,江苏省昆山市国家税务局,增值税,,94000,Oct-17
Q08694,江苏省昆山市国家税务局,增值税,,94000,Jul-17
Q08696,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q08696,江苏省昆山市国家税务局,增值税,,4000,Jan-18
Q08696,江苏省昆山市国家税务局,增值税,,4000,Oct-17
Q08696,江苏省昆山市国家税务局,增值税,,4000,Jul-17
Q08696,江苏省昆山市国家税务局,增值税,,4000,Apr-17
Q08696,,增值税,,0,Jul-16
Q08698,江苏省昆山市国家税务局,增值税,,164000,Apr-18
Q08698,江苏省昆山市国家税务局,增值税,,137000,Jan-18
Q08698,江苏省昆山市国家税务局,增值税,,34000,Oct-17
Q08698,江苏省昆山市国家税务局,增值税,,17000,Apr-17
Q08698,昆山市国家税务局,增值税,,17000,Jan-17
Q08700,,个人所得税,,0,Jan-18
