小微企业ID,诉讼地位,审理机关,涉案事由,公告类型,日期类别,具体日期
Q07315,被告,江苏省太仓市人民法院,公路货物运输合同纠纷,开庭信息,开庭时间,2017年4月
Q07315,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年8月
Q07315,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2016年8月
Q07315,原告,江苏省太仓市人民法院,追索劳动报酬纠纷,开庭信息,开庭时间,2016年7月
Q07315,被告,江苏省太仓市人民法院,追偿权纠纷,开庭信息,开庭时间,2016年6月
Q07315,被告,江苏省太仓市人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2016年5月
Q07315,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2016年4月
Q07315,当事人,安徽省芜湖县人民法院,民间借贷纠纷,开庭信息,开庭时间,2016年4月
Q07315,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2016年1月
Q07346,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年2月
Q07346,,江苏省苏州市中级人民法院,,起诉状副本及开庭传票,送达时间,2015年11月
Q07346,上诉人,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年3月
Q07346,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2014年11月
Q07346,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2014年5月
Q07350,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年3月
Q07378,原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2016年1月
Q07379,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年5月
Q07379,原告,江苏省扬州市中级人民法院,,开庭信息,开庭时间,2014年9月
Q07379,申请人,广东省深圳市罗湖区人民法院,,其他审判流程信息,立案时间,2013年2月
Q07379,申请人,广东省深圳市罗湖区人民法院,,审理进度,立案时间,2013年1月
Q07379,申请人,广东省深圳市罗湖区人民法院,,审理进度,立案时间,2012年12月
Q07379,上诉人,广东省深圳市中级人民法院,,审理进度,立案时间,2012年10月
Q07379,原告,广东省深圳市罗湖区人民法院,,其他审判流程信息,立案时间,2012年5月
Q07379,当事人,浙江省长兴县人民法院,,公示催告,送达时间,2012年1月
Q07395,申请人,上海市奉贤区人民法院,,送达诉状副本及开庭传票,送达时间,2018年4月
Q07395,原告,上海市奉贤区人民法院,股东损害公司债权人利益责任纠纷,开庭信息,开庭时间,2018年3月
Q07395,公诉人/原告/上诉人/申请人,浙江省临海市人民法院,承揽合同纠纷,开庭信息,开庭时间,2014年7月
Q07395,原告/上诉人,上海市奉贤区人民法院,承揽合同纠纷,开庭信息,开庭时间,2014年5月
Q07395,原告,浙江省桐乡市人民法院,建设工程合同纠纷,开庭信息,开庭时间,2013年10月
Q07395,原告,浙江省丽水市莲都区人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年5月
Q07401,上诉人,江苏省苏州市中级人民法院,委托合同纠纷,开庭信息,开庭时间,2015年11月
Q37856,被告,湖北省通山县人民法院,,审理进度,立案时间,2016年7月
Q07211,原审被告,江苏省南京市中级人民法院,民间借贷纠纷,开庭信息,开庭时间,2017年10月
Q07211,原告,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2017年7月
Q07211,原告,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2017年3月
Q07211,被告,福建省福州市鼓楼区人民法院,行政案件,开庭信息,开庭时间,2016年11月
Q07211,上诉人,江苏省苏州市中级人民法院,商品房预售合同纠纷,开庭信息,开庭时间,2015年12月
Q07211,被告,江苏省苏州市吴中区人民法院,商品房预售合同纠纷,开庭信息,开庭时间,2015年11月
Q07211,被告,江苏省苏州市吴中区人民法院,商品房预售合同纠纷,审理进度,立案时间,2014年10月
Q07211,,江苏省苏州市吴中区人民法院,房屋买卖合同纠纷,开庭信息,开庭时间,2011年8月
Q07212,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年10月
Q07212,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年9月
Q07411,原告,河南省三门峡市陕州区人民法院,买卖合同纠纷一案,开庭信息,开庭时间,2016年9月
Q07414,被告人,江苏省吴江市人民法院,走私普通货物罪,开庭信息,开庭时间,2016年4月
Q07419,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年12月
Q07429,,江苏省太仓市人民法院,小额借款合同纠纷,开庭信息,开庭时间,2016年5月
Q07429,被告,江苏省太仓市人民法院,小额借款合同纠纷,开庭信息,开庭时间,2015年11月
Q07429,被告,江苏省太仓市人民法院,小额借款合同纠纷,开庭信息,开庭时间,2015年7月
Q07441,当事人,江苏省常熟市人民法院,,裁判文书,送达时间,2014年4月
Q07441,当事人,江苏省常熟市人民法院,,诉状副本及开庭传票,送达时间,2013年11月
Q07446,被告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年2月
Q07446,原告,江苏省苏州市中级人民法院,申请撤销劳动仲裁裁决,开庭信息,开庭时间,2015年8月
Q07446,被告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,审理进度,立案时间,2015年3月
Q07446,被告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,审理进度,立案时间,2015年2月
Q07446,被告,江苏省苏州市虎丘区人民法院,买卖合同纠纷,审理进度,立案时间,2014年12月
Q07447,当事人,江苏省无锡市中级人民法院,,开庭信息,开庭时间,2017年3月
Q07451,申请人,江苏省昆山市人民法院,,裁判文书,送达时间,2017年11月
Q07451,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年8月
Q07451,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年6月
Q07451,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年2月
Q07459,当事人,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年10月
Q07467,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年1月
Q07467,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年10月
Q07473,被告,上海市嘉定区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年3月
Q07483,被告,江苏省苏州市吴中区人民法院,加工合同纠纷,审理进度,立案时间,2014年12月
Q07486,被告/被上诉人,上海市杨浦区人民法院,侵害作品信息网络传播权纠纷,开庭信息,开庭时间,2015年3月
Q07490,被告,江苏省太仓市人民法院,加工合同纠纷,开庭信息,开庭时间,2016年5月
Q07501,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年3月
Q07505,被告,湖北省仙桃市人民法院,,审理进度,立案时间,2013年9月
Q07505,被告,湖北省仙桃市人民法院,,审理进度,立案时间,2013年8月
Q07507,被上诉人,江苏省吴江市人民法院,保险合同纠纷,开庭信息,开庭时间,2016年4月
Q07510,原告,江苏省常州市新北区人民法院,,开庭信息,开庭时间,2014年10月
Q07513,被告,湖北省秭归县人民法院,,审理进度,立案时间,2018年4月
Q07522,被告,安徽省铜陵市狮子山区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年1月
Q07523,当事人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2016年9月
Q07523,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2016年6月
Q07527,原告,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年5月
Q07527,原告,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年4月
Q07528,被告,浙江省宁波市海曙区人民法院,,审理进度,立案时间,2018年2月
Q07532,原告,江苏省江阴市人民法院,买卖合同纠纷,开庭信息,开庭时间,2018年1月
Q07567,原告,江苏省常熟市人民法院,,裁判文书,送达时间,2017年3月
Q07567,当事人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2016年7月
Q07576,当事人,江苏省泰兴市人民法院,,开庭信息,开庭时间,2017年2月
Q07588,申请人,四川省成都高新技术产业开发区人民法院,申请公示催告,审理进度,立案时间,2018年3月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2016年4月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2016年1月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2015年12月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2015年9月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2015年7月
Q07592,原告,江苏省太仓市人民法院,物业服务合同纠纷,开庭信息,开庭时间,2015年4月
Q07598,原告,上海市闵行区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年3月
Q07627,当事人,江苏省宜兴市人民法院,宜兴市百虹包装制品有限公司与苏州青叶涂料有限公司定作合同纠纷,开庭信息,开庭时间,2017年12月
Q07630,被告,浙江省宁波市北仑区人民法院,,其他审判流程信息,立案时间,2014年9月
Q07631,原告,江苏省太仓市人民法院,,裁判文书,送达时间,2015年1月
Q07631,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年11月
Q07637,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年11月
Q07637,被告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年9月
Q07638,被执行人,广东省深圳市宝安区人民法院,,审理进度,立案时间,2016年10月
Q07638,,广东省深圳市中级人民法院,劳动争议,开庭信息,开庭时间,2016年5月
Q07638,上诉人被告,广东省深圳市中级人民法院,,审理进度,立案时间,2016年4月
Q07638,当事人,广东省深圳市宝安区人民法院,,开庭信息,开庭时间,2015年10月
Q07643,被告,江苏省苏州市吴中区人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q07646,被告,江苏省太仓市人民法院,定作合同纠纷,开庭信息,开庭时间,2014年8月
Q07658,被告,江苏省太仓市人民法院,提供劳务者受害责任纠纷,开庭信息,开庭时间,2014年7月
Q07660,被上诉人,江苏省苏州市中级人民法院,劳动争议,开庭信息,开庭时间,2017年11月
Q07662,原告/上诉人,上海市长宁区人民法院,承揽合同纠纷,开庭信息,开庭时间,2015年8月
Q07667,申请人,江苏省苏州工业园区人民法院,,起诉状副本及开庭传票,送达时间,2017年10月
Q07677,,江苏省苏州工业园区人民法院,,送达执行文书,送达时间,2018年3月
Q07677,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2018年2月
Q07677,被告,江苏省太仓市人民法院,金融借款合同纠纷,开庭信息,开庭时间,2017年11月
Q07677,被告,江苏省苏州市中级人民法院,信用证纠纷,开庭信息,开庭时间,2017年11月
Q07677,当事人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2017年10月
Q07677,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2017年5月
Q07677,申请人,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2017年4月
Q07677,被告,江苏省太仓市人民法院,金融借款合同纠纷,开庭信息,开庭时间,2017年2月
Q07677,申请人,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2017年1月
Q07677,当事人,江苏省太仓市人民法院,,裁判文书,送达时间,2016年12月
Q07677,被告,江苏省太仓市人民法院,金融借款合同纠纷,开庭信息,开庭时间,2016年12月
Q07677,被告,江苏省太仓市人民法院,金融借款合同纠纷,开庭信息,开庭时间,2016年8月
Q07677,当事人,江苏省太仓市人民法院,,起诉状副本及开庭传票,送达时间,2016年5月
Q07677,被告,江苏省太仓市人民法院,,起诉状副本及开庭传票,送达时间,2016年1月
Q07677,原告,江苏省常熟市人民法院,买卖合同纠纷,审理进度,立案时间,2015年4月
Q07689,原告,江苏省张家港市人民法院,加工合同纠纷,审理进度,立案时间,2015年1月
Q07690,被告,江苏省苏州工业园区人民法院,,送达信息,送达时间,2016年5月
Q07690,申请人:被告,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2016年5月
Q07690,被告,江苏省苏州工业园区人民法院,,送达信息,送达时间,2016年3月
Q07690,申请人:被告,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2016年3月
Q07690,当事人,江苏省苏州工业园区人民法院,,送达信息,送达时间,2015年12月
Q07690,被告,江苏省苏州工业园区人民法院,,送达信息,送达时间,2015年11月
Q07693,,广东省东莞市中级人民法院,,送达裁判文书,送达时间,2017年8月
Q07693,当事人,广东省东莞市中级人民法院,,开庭信息,开庭时间,2016年7月
Q07693,被上诉人,广东省东莞市中级人民法院,买卖合同纠纷,审理进度,立案时间,2016年5月
Q07693,当事人,广东省东莞市中级人民法院,买卖合同纠纷,审理进度,立案时间,2016年5月
Q07693,当事人,广东省东莞市中级人民法院,买卖合同纠纷,审理进度,立案时间,2015年5月
Q07693,被告,广东省东莞市第二人民法院,,开庭信息,开庭时间,2015年3月
Q07693,当事人,广东省东莞市第二人民法院,买卖合同纠纷,其他审判流程信息,立案时间,2015年1月
Q07693,上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q07698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年7月
Q07698,被告/被上诉人,上海市第一中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年7月
Q07698,原告/上诉人,上海市浦东新区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年3月
Q07698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年9月
Q07735,当事人,浙江省绍兴市上虞区人民法院,,裁判文书,送达时间,2017年8月
Q07735,被告,浙江省绍兴市上虞区人民法院,,审理进度,立案时间,2017年6月
Q07738,当事人,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2013年2月
Q07757,,江苏省苏州工业园区人民法院,,送达执行文书,送达时间,2018年1月
Q07757,申请人:被告,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2017年6月
Q07778,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年5月
Q07785,原告,江苏省太仓市人民法院,金融借款合同纠纷,开庭信息,开庭时间,2016年3月
Q07796,当事人,江苏省张家港市人民法院,,诉状副本及开庭传票,送达时间,2013年3月
Q07797,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年7月
Q07807,原告,浙江省宁波市鄞州区人民法院,,送达裁判文书,送达时间,2014年9月
Q07807,原告,浙江省宁波市鄞州区人民法院,,送达诉状副本及开庭传票,送达时间,2014年5月
Q07807,原告,浙江省宁波市鄞州区人民法院,,立案信息,立案时间,2014年4月
Q07811,申请人:原告,浙江省余姚市人民法院,,送达裁判文书,送达时间,2015年11月
Q07811,原告,浙江省余姚市人民法院,,送达裁判文书,送达时间,2015年11月
Q07811,当事人,浙江省台州市路桥区人民法院,,裁判文书,送达时间,2015年8月
Q07811,公诉人/原告/上诉人/申请人,浙江省余姚市人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年7月
Q07811,原告,浙江省余姚市人民法院,,审理进度,立案时间,2015年6月
Q07811,当事人,四川省成都市武侯区人民法院,,裁判文书,送达时间,2015年3月
Q07811,当事人,浙江省台州市路桥区人民法院,,公示催告,送达时间,2014年12月
Q07811,当事人,四川省成都市武侯区人民法院,,公示催告,送达时间,2014年11月
Q07811,当事人,江苏省苏州市吴中区人民法院,,公示催告,送达时间,2014年11月
Q07811,申请人,浙江省宁波市江东区人民法院,,立案信息,立案时间,2014年10月
Q07811,申请人,浙江省台州市路桥区人民法院,,其他审判流程信息,立案时间,2014年10月
Q07813,申请人:上诉人,江苏省高级人民法院,,起诉状副本及开庭传票,送达时间,2018年1月
Q07813,当事人,江苏省苏州市中级人民法院,,通知公告,送达时间,2016年7月
Q07813,被告,江苏省苏州市中级人民法院,金融借款合同纠纷,开庭信息,开庭时间,2015年12月
Q07813,被执行人,四川省成都市温江区人民法院,其他合同纠纷,立案信息,立案时间,2015年5月
Q07813,被告,江苏省张家港市人民法院,追偿权纠纷,审理进度,立案时间,2015年3月
Q07813,当事人,四川省成都市温江区人民法院,借款合同纠纷,立案信息,立案时间,2015年2月
Q07813,当事人,四川省成都市温江区人民法院,借款合同纠纷,立案信息,立案时间,2014年10月
Q07814,申请人,上海市金山区人民法院,,裁判文书,送达时间,2017年12月
Q07814,被告,上海市金山区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年10月
Q07814,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2015年1月
Q07814,,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2015年1月
Q07814,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年12月
Q07819,原告,浙江省宁海县人民法院,买卖合同纠纷,开庭信息,开庭时间,2018年4月
Q07819,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q07819,原告,江苏省太仓市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年5月
Q07825,当事人,江苏省无锡市惠山区人民法院,,裁判文书,送达时间,2012年8月
Q07825,当事人,江苏省无锡市惠山区人民法院,,公示催告,送达时间,2012年5月
Q07831,上诉人,江苏省苏州市中级人民法院,劳动争议,开庭信息,开庭时间,2017年11月
Q07831,原告,江苏省昆山市人民法院,劳动争议纠纷,开庭信息,开庭时间,2017年9月
Q07831,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2017年9月
Q07831,被告,江苏省昆山市人民法院,劳务合同纠纷,开庭信息,开庭时间,2017年9月
Q07831,申请人,连云港市海州区劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年9月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年7月
Q07831,申请人,连云港市海州区劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年6月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年5月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年1月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年12月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年10月
Q07831,,江苏省昆山市人民法院,,开庭信息,开庭时间,2015年1月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年10月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年7月
Q07831,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年6月
Q07833,原告/上诉人,山东省临朐县人民法院,财产保险合同纠纷,开庭信息,开庭时间,2015年5月
Q07833,原告,江苏省苏州市虎丘区人民法院,财产保险合同纠纷,审理进度,立案时间,2015年3月
Q07840,当事人,江苏省无锡市锡山区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2018年2月
Q07840,被告,上海市青浦区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年11月
Q07840,被告/被上诉人,上海市青浦区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2015年11月
Q07851,申请人:原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2017年7月
Q07857,原告,上海市普陀区人民法院,承揽合同纠纷,开庭信息,开庭时间,2017年9月
Q07866,被上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2015年10月
Q07866,被告,江苏省常熟市人民法院,房屋租赁合同纠纷,审理进度,立案时间,2015年1月
Q07868,原告,江苏省太仓市人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年7月
Q07875,原告,广东省深圳市宝安区人民法院,买卖合同纠纷,开庭信息,开庭时间,2012年6月
Q07875,原告,广东省深圳市宝安区人民法院,,其他审判流程信息,立案时间,2012年3月
Q07883,原告/上诉人,上海市松江区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年4月
Q07884,当事人,江苏省无锡市滨湖区人民法院,,开庭信息,开庭时间,2018年3月
Q07898,申请人,劳动争议仲裁委员会,,送达仲裁文书,送达时间,2017年1月
Q07903,当事人,广东省从化市人民法院,,开庭信息,开庭时间,2016年11月
Q07922,被告,上海市第一中级人民法院,融资租赁合同纠纷,开庭信息,开庭时间,2017年3月
Q07922,被告,上海市长宁区人民法院,融资租赁合同纠纷,开庭信息,开庭时间,2016年12月
Q07922,被告,上海市长宁区人民法院,融资租赁合同纠纷,开庭信息,开庭时间,2016年9月
Q07924,原告,江苏省镇江经济开发区人民法院,,开庭信息,开庭时间,2015年7月
Q07924,原告,江苏省江阴市人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2015年7月
Q07925,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年3月
Q07926,被告,江苏省江阴市人民法院,定作合同纠纷,开庭信息,开庭时间,2017年3月
Q07926,被申请人,苏州市相城区劳动人事争议仲裁委员会,经济补偿金,开庭信息,开庭时间,2012年4月
Q07928,当事人,上海市浦东新区人民法院,,裁判文书,送达时间,2015年1月
Q07928,被告/被上诉人,上海市浦东新区人民法院,租赁合同纠纷,开庭信息,开庭时间,2014年12月
Q07928,当事人,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年10月
Q07928,当事人,上海市浦东新区人民法院,,诉状副本及开庭传票,送达时间,2014年9月
Q07928,被告,江苏省太仓市人民法院,建设工程分包合同纠纷,开庭信息,开庭时间,2014年7月
Q07928,被告,江苏省太仓市人民法院,返还垫付款纠纷,开庭信息,开庭时间,2014年6月
Q07928,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2014年5月
Q07928,被告,江苏省太仓市人民法院,建设工程分包合同纠纷,开庭信息,开庭时间,2014年4月
Q07928,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2014年3月
Q07928,被告,江苏省太仓市人民法院,建设工程分包合同纠纷,开庭信息,开庭时间,2014年3月
Q07929,被告,江苏省太仓市人民法院,返还财产纠纷,开庭信息,开庭时间,2016年5月
Q07929,原告,浙江省桐乡市人民法院,买卖合同纠纷,开庭信息,开庭时间,2013年8月
Q07929,原告,浙江省桐乡市人民法院,买卖合同纠纷,开庭信息,开庭时间,2013年3月
Q07989,申请人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2017年6月
Q07989,原告,江苏省太仓市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年5月
Q07989,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2017年3月
Q07989,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年6月
Q07992,被告,浙江省瑞安市人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年9月
Q07992,被告,浙江省瑞安市人民法院,买卖合同纠纷,立案信息,立案时间,2016年7月
Q07993,原告,江苏省太仓市人民法院,工伤保险待遇纠纷,开庭信息,开庭时间,2016年5月
Q07997,申请人,劳动争议仲裁委员会,,送达仲裁文书,送达时间,2014年8月
Q08003,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年2月
Q08004,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2017年10月
Q08004,原告,浙江省绍兴市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年7月
Q08004,上诉人,浙江省绍兴市中级人民法院,,审理进度,立案时间,2017年7月
Q08004,被告,浙江省嵊州市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年4月
Q08004,被告,浙江省嵊州市人民法院,,审理进度,立案时间,2017年1月
Q08004,被告,浙江省慈溪市人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年11月
Q08004,被告,浙江省慈溪市人民法院,,审理进度,立案时间,2016年10月
Q08005,当事人,江苏省张家港市人民法院,,裁判文书,送达时间,2013年12月
Q08008,当事人,江苏省沭阳县人民法院,,起诉状副本及开庭传票,送达时间,2017年10月
Q08008,被告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年3月
Q08008,被告,江苏省张家港市人民法院,分期付款买卖合同纠纷,审理进度,立案时间,2015年3月
Q08025,当事人,江苏省昆山市人民法院,,通知公告,送达时间,2016年3月
Q08025,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2015年11月
Q08026,当事人,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年11月
Q08037,被告,江苏省太仓市人民法院,劳务合同纠纷,开庭信息,开庭时间,2017年3月
Q08047,申请人:原告,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2017年9月
Q08061,被告,浙江省杭州市西湖区人民法院,,审理进度,立案时间,2017年1月
Q08061,被告/被上诉人,上海市第一中级人民法院,承揽合同纠纷,开庭信息,开庭时间,2014年11月
Q08061,原告/上诉人,上海市闵行区人民法院,承揽合同纠纷,开庭信息,开庭时间,2014年8月
Q08061,原告,上海市第一中级人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年7月
Q08061,原告,上海市第一中级人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年6月
Q08061,原告,上海市浦东新区人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年3月
Q08061,被告,上海市浦东新区人民法院,承揽合同纠纷,开庭信息,开庭时间,2013年2月
Q08066,原告,江苏省苏州市虎丘区人民法院,行政案件,开庭信息,开庭时间,2016年8月
Q08069,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2014年11月
Q08072,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2015年4月
Q08072,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2014年12月
Q08073,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年10月
Q08079,原告,上海市青浦区人民法院,,开庭信息,开庭时间,2017年4月
Q08079,原告,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年4月
Q08095,原告,江苏省太仓市人民法院,,裁判文书,送达时间,2016年2月
Q08095,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年1月
Q08095,原告,江苏省太仓市人民法院,,诉状副本及开庭传票,送达时间,2015年10月
Q08095,申请人,上海市青浦区人民法院,,送达裁判文书,送达时间,2015年7月
Q08095,原告/上诉人,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年7月
Q08097,原告,江苏省启东市人民法院,行政案件,开庭信息,开庭时间,2016年12月
Q08097,原告,广东省深圳市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年8月
Q08097,原告,广东省深圳市宝安区人民法院,,审理进度,立案时间,2015年4月
Q08101,原告,江苏省太仓市人民法院,辞退争议,开庭信息,开庭时间,2017年11月
Q08111,被告,浙江省嘉兴市秀洲区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年12月
Q08111,被告,浙江省嘉兴市秀洲区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2016年11月
Q08111,被告,浙江省嘉兴市秀洲区人民法院,,审理进度,立案时间,2016年10月
Q08111,,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q08111,第三人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q08111,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年3月
Q08111,被告,广东省深圳市宝安区人民法院,运输合同纠纷,开庭信息,开庭时间,2012年3月
Q08111,被告,广东省深圳市宝安区人民法院,,其他审判流程信息,立案时间,2012年1月
Q08113,上诉人,江苏省南京市中级人民法院,劳动争议,开庭信息,开庭时间,2017年3月
Q08113,第三人,江苏省南京市秦淮区人民法院,劳动合同纠纷,开庭信息,开庭时间,2016年12月
