小微企业ID,诉讼地位,审理机关,涉案事由,涉案金额(元),文书类型,审理程序,结案时间
Q08768,被告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年4月
Q08768,被告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年8月
Q08771,上诉人,江苏省无锡市中级人民法院,建设工程施工合同纠纷,0,民事裁定书,二审,2016年12月
Q08783,申请执行人,江苏省苏州工业园区人民法院,执行实施类案件,27000,执行裁定书,执行程序,2017年9月
Q08783,原告,江苏省苏州工业园区人民法院,买卖合同纠纷,26000,民事判决书,一审,2017年7月
Q08793,上诉人,江苏省无锡市中级人民法院,定作合同纠纷,0,民事判决书,二审,2016年6月
Q08793,原告,江苏省无锡高新技术产业开发区人民法院,定作合同纠纷,0,民事判决书,一审,2016年2月
Q08801,被执行人,江苏省苏州工业园区人民法院,劳动争议,27000,执行裁定书,执行程序,2016年8月
Q08803,原告,江苏省常熟市人民法院,民间借贷纠纷,0,民事裁定书,一审,2018年4月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,8000,民事判决书,一审,2017年8月
Q08818,申请执行人,江苏省苏州工业园区人民法院,执行实施类案件,30000,执行裁定书,执行程序,2017年7月
Q08818,被上诉人,江苏省苏州市中级人民法院,居间合同纠纷,0,民事判决书,二审,2017年3月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,3000,民事判决书,一审,2017年2月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,0,民事判决书,一审,2017年2月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,20000,民事判决书,一审,2016年11月
Q08818,申请执行人,江苏省苏州工业园区人民法院,居间合同纠纷,37000,执行裁定书,执行程序,2016年10月
Q08818,原审被告,江苏省苏州市中级人民法院,商品房预约合同纠纷,0,民事判决书,二审,2016年5月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,0,民事裁定书,一审,2016年5月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,0,民事裁定书,一审,2016年2月
Q08818,原告,江苏省苏州工业园区人民法院,居间合同纠纷,0,民事裁定书,一审,2015年10月
Q08824,被上诉人,江苏省连云港市中级人民法院,机动车交通事故责任纠纷,0,民事判决书,二审,2017年11月
Q08827,原审第三人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事判决书,二审,2017年4月
Q08827,申请执行人,江苏省常熟市人民法院,房屋租赁合同纠纷,0,执行裁定书,执行程序,2016年12月
Q08827,申请执行人,江苏省常熟市人民法院,房屋租赁合同纠纷,0,民事裁定书,一审,2016年12月
Q08827,第三人,江苏省常熟市人民法院,房屋租赁合同纠纷,79000,民事判决书,一审,2016年11月
Q08828,被告,重庆市合川区人民法院,房屋租赁合同纠纷,84000,民事判决书,一审,2017年3月
Q08831,被告,江苏省昆山市人民法院,商品房销售合同纠纷,0,民事裁定书,一审,2018年3月
Q08831,上诉人,江苏省苏州市中级人民法院,服务合同纠纷,0,民事判决书,二审,2017年7月
Q08831,申请执行人,湖南省宁乡县人民法院,,619000,执行裁定书,执行程序,2015年5月
Q08831,被上诉人,湖南省长沙市中级人民法院,劳动争议,0,民事判决书,二审,2014年1月
Q08834,申请人,江苏省苏州工业园区人民法院,确认票据无效纠纷,200000,民事判决书,公示催告程序,2015年11月
Q08838,原告,浙江省绍兴市柯桥区人民法院,买卖合同纠纷,385000,民事判决书,一审,2017年2月
Q08838,原告,江苏省建湖县人民法院,买卖合同纠纷,77000,民事判决书,一审,2013年9月
Q08839,上诉人,江苏省苏州市中级人民法院,土地租赁合同纠纷,0,民事判决书,二审,2017年11月
Q08839,上诉人,江苏省苏州市中级人民法院,分期付款买卖合同纠纷,0,民事判决书,二审,2017年7月
Q08839,原告,江苏省太仓市人民法院,土地租赁合同纠纷,5031000,民事判决书,一审,2017年6月
Q08839,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2014年10月
Q08839,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,346000,民事判决书,一审,2014年5月
Q08850,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年3月
Q08850,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年11月
Q08850,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年10月
Q08850,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年7月
Q08850,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年6月
Q08850,被执行人,江苏省苏州市中级人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年2月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,12844000,民事判决书,一审,2016年12月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2016年12月
Q08850,被执行人,江苏省苏州市姑苏区人民法院,执行实施类案件,0,执行裁定书,执行程序,2016年12月
Q08850,被告,江苏省常熟市人民法院,追偿权纠纷,18912000,民事判决书,一审,2016年11月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,16600000,民事判决书,一审,2016年11月
Q08850,被执行人,江苏省常熟市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2016年10月
Q08850,被告,江苏省常熟市人民法院,广告合同纠纷,60000,民事判决书,一审,2016年9月
Q08850,被执行人,江苏省常熟市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2016年6月
Q08850,被执行人,江苏省常熟市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2016年5月
Q08850,被告,江苏省常熟市人民法院,追偿权纠纷,4810000,民事判决书,一审,2016年3月
Q08850,被执行人,江苏省常熟市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2016年3月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2016年2月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,一审,2016年2月
Q08850,被告,江苏省苏州市姑苏区人民法院,追偿权纠纷,5000000,民事判决书,一审,2015年12月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2015年11月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2015年10月
Q08850,被告,江苏省苏州市姑苏区人民法院,追偿权纠纷,15294000,民事判决书,一审,2015年10月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,502000,民事判决书,一审,2015年9月
Q08850,被告,江苏省常熟市人民法院,追偿权纠纷,10543000,民事判决书,一审,2015年7月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2015年6月
Q08850,被告,江苏省常熟市人民法院,追偿权纠纷,9559000,民事判决书,一审,2015年6月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,34000000,民事判决书,一审,2015年6月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,41998000,民事判决书,一审,2015年5月
Q08850,被告,江苏省苏州市吴中区人民法院,借款合同纠纷,8000000,民事判决书,一审,2015年4月
Q08850,被告,江苏省苏州工业园区人民法院,金融借款合同纠纷,9180000,民事判决书,一审,2015年4月
Q08850,被告,江苏省常熟市人民法院,追偿权纠纷,9755000,民事判决书,一审,2015年4月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,10010000,民事判决书,一审,2015年4月
Q08850,被告,江苏省苏州市中级人民法院,金融借款合同纠纷,15000000,民事判决书,一审,2015年3月
Q08850,被告,江苏省苏州市中级人民法院,金融借款合同纠纷,18500000,民事判决书,一审,2015年3月
Q08850,被告,江苏省苏州市中级人民法院,金融借款合同纠纷,35000000,民事判决书,一审,2015年2月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,9044000,民事判决书,一审,2015年1月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,9064000,民事判决书,一审,2015年1月
Q08850,被告,江苏省苏州工业园区人民法院,金融借款合同纠纷,32422000,民事判决书,一审,2014年10月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,6049000,民事判决书,一审,2014年10月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,4940000,民事判决书,一审,2014年10月
Q08850,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2014年10月
Q08850,被告,江苏省常熟市人民法院,金融借款合同纠纷,0,民事裁定书,一审,2014年1月
Q08850,被告,江苏省常熟市人民法院,网络服务合同纠纷,0,民事裁定书,一审,2007年5月
Q08862,被执行人,江苏省苏州市吴江区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q08862,被执行人,江苏省苏州市吴中区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年7月
Q08862,被告,江苏省苏州市吴江区人民法院,借款合同纠纷,2400000,民事判决书,一审,2017年6月
Q08862,被告,江苏省苏州市吴中区人民法院,买卖合同纠纷,366000,民事判决书,一审,2017年4月
Q08862,被告,江苏省苏州市吴中区人民法院,民间借贷纠纷,2983000,民事判决书,一审,2015年2月
Q08862,被告,江苏省苏州市吴江区人民法院,金融借款合同纠纷,0,民事裁定书,一审,2014年3月
Q08862,被申请人,江苏省苏州工业园区人民法院,金融借款合同纠纷,1500000,民事裁定书,财产保全程序,2013年12月
Q08862,被申请人,江苏省苏州工业园区人民法院,金融借款合同纠纷,3500000,民事裁定书,财产保全程序,2013年12月
Q08862,被申请人,江苏省苏州工业园区人民法院,金融借款合同纠纷,1700000,民事裁定书,财产保全程序,2013年12月
Q08863,原告,江苏省丹阳市人民法院,承揽合同纠纷,0,民事判决书,一审,2016年8月
Q08864,上诉人,江苏省苏州市中级人民法院,服务合同纠纷,0,民事判决书,二审,2017年11月
Q08864,原告,江苏省苏州市姑苏区人民法院,居间合同纠纷,0,民事裁定书,一审,2017年7月
Q08864,申请执行人,江苏省苏州市虎丘区人民法院,居间合同纠纷,0,执行裁定书,执行程序,2017年4月
Q08864,原告,江苏省苏州市虎丘区人民法院,居间合同纠纷,10000,民事判决书,一审,2016年11月
Q08864,原告,江苏省苏州市虎丘区人民法院,居间合同纠纷,0,民事裁定书,一审,2016年6月
Q08865,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年3月
Q08879,申请执行人,山东省胶州市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年4月
Q08886,被告,江苏省苏州市吴中区人民法院,分期付款买卖合同纠纷,0,民事裁定书,一审,2014年7月
Q08888,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年12月
Q08888,上诉人,北京市第二中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年11月
Q08891,被告,江苏省昆山市人民法院,融资租赁合同纠纷,27000,民事判决书,一审,2017年3月
Q08895,被告,四川省成都高新技术产业开发区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年7月
Q08895,被告,四川省成都高新技术产业开发区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年11月
Q08895,被告,江苏省昆山市人民法院,融资租赁合同纠纷,0,民事裁定书,一审,2016年6月
Q08895,被告,河北省泊头市人民法院,承揽合同纠纷,445000,民事调解书,一审,2014年11月
Q08897,被执行人,江苏省张家港市人民法院,追偿权纠纷,0,执行裁定书,执行程序,2015年12月
Q08901,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年10月
Q08901,原告,江苏省常熟市人民法院,建设工程合同纠纷,0,民事判决书,一审,2017年8月
Q08901,被告,江苏省张家港市人民法院,装饰装修合同纠纷,0,民事裁定书,一审,2017年5月
Q08901,上诉人,江苏省苏州市中级人民法院,建设工程分包合同纠纷,0,民事判决书,二审,2017年3月
Q08901,原告,江苏省昆山市人民法院,建设工程施工合同纠纷,14995000,民事判决书,一审,2016年11月
Q08901,被执行人,江苏省苏州市吴中区人民法院,建设工程分包合同纠纷,0,执行裁定书,执行程序,2016年3月
Q08901,被申请人,江苏省苏州市中级人民法院,买卖合同纠纷,350000,民事裁定书,财产保全程序,2013年7月
Q08906,被执行人,江苏省苏州工业园区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年8月
Q08906,被告,江苏省苏州工业园区人民法院,金融借款合同纠纷,236000,民事判决书,一审,2016年12月
Q08906,被执行人,江苏省苏州市吴中区人民法院,房屋租赁合同纠纷,0,执行裁定书,执行程序,2015年12月
Q08906,上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事裁定书,二审,2014年12月
Q08906,被告,江苏省苏州市吴中区人民法院,房屋租赁合同纠纷,400000,民事判决书,一审,2014年9月
Q08913,被执行人,江苏省苏州市吴中区人民法院,加工合同纠纷,0,执行裁定书,执行程序,2015年11月
Q08913,被告,江苏省苏州市吴中区人民法院,加工合同纠纷,18000,民事判决书,一审,2015年1月
Q08916,被执行人,江苏省苏州工业园区人民法院,融资租赁合同纠纷,0,执行裁定书,执行程序,2016年12月
Q08916,被执行人,江苏省苏州市相城区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年11月
Q08916,被告,江苏省苏州工业园区人民法院,融资租赁合同纠纷,188000,民事判决书,一审,2016年1月
Q08916,申请执行人,江苏省苏州市相城区人民法院,定作合同纠纷,966000,执行裁定书,执行程序,2015年6月
Q08916,被告,江苏省苏州市相城区人民法院,买卖合同纠纷,201000,民事判决书,一审,2015年2月
Q08916,原告,江苏省苏州市相城区人民法院,定作合同纠纷,922000,民事判决书,一审,2014年1月
Q08916,原告,江苏省苏州市相城区人民法院,定作合同纠纷,144000,民事判决书,一审,2014年1月
Q08918,被执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年2月
Q08918,原审被告,江苏省苏州市中级人民法院,追偿权纠纷,0,民事裁定书,二审,2015年12月
Q08918,被告,江苏省昆山市人民法院,追偿权纠纷,11524000,民事判决书,一审,2014年1月
Q08918,被告,江苏省昆山市人民法院,机动车交通事故责任纠纷,369000,民事判决书,一审,2012年6月
Q08925,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年2月
Q08925,被执行人,江苏省常熟市人民法院,恢复执行案件,0,执行裁定书,执行程序,2017年12月
Q08925,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年9月
Q08925,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年5月
Q08925,被告,江苏省常熟市人民法院,追偿权纠纷,3960000,民事判决书,一审,2017年4月
Q08925,被告,江苏省常熟市人民法院,民间借贷纠纷,2961000,民事判决书,一审,2017年1月
Q08925,被告,江苏省常熟市人民法院,民间借贷纠纷,2561000,民事判决书,一审,2017年1月
Q08925,被告,江苏省常熟市人民法院,民间借贷纠纷,987000,民事判决书,一审,2017年1月
Q08925,被告,江苏省常熟市人民法院,民间借贷纠纷,2931000,民事判决书,一审,2017年1月
Q08925,被执行人,江苏省苏州工业园区人民法院,金融借款合同纠纷,19220000,执行裁定书,执行程序,2016年10月
Q08925,被告,江苏省常熟市人民法院,金融借款合同纠纷,5011000,民事判决书,一审,2016年4月
Q08947,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事判决书,一审,2013年12月
Q08950,原告,浙江省杭州市萧山区人民法院,买卖合同纠纷,77000,民事调解书,一审,2008年6月
Q08952,申请执行人,江苏省张家港市人民法院,房屋租赁合同纠纷,0,执行裁定书,执行程序,2016年7月
Q08952,被告,江苏省张家港市人民法院,确认合同有效纠纷,0,民事裁定书,一审,2014年12月
Q08952,原告,江苏省张家港市人民法院,房屋租赁合同纠纷,5573000,民事判决书,一审,2014年11月
Q08954,被执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年6月
Q08954,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事判决书,一审,2015年11月
Q08957,被告,江苏省苏州市吴中区人民法院,加工合同纠纷,0,民事裁定书,一审,2017年8月
Q08960,被告,江苏省太仓市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年4月
Q08960,申请执行人,江苏省太仓市人民法院,,16000,执行裁定书,执行程序,2015年10月
Q08960,原告,江苏省太仓市人民法院,房屋租赁合同纠纷,41000,民事判决书,一审,2015年7月
Q08966,原告,江苏省昆山市人民法院,买卖合同纠纷,77000,民事判决书,一审,2016年11月
Q08969,申请执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q08978,原告,江苏省昆山市人民法院,追索劳动报酬纠纷,8000,民事判决书,一审,2013年6月
Q08993,上诉人,河南省安阳市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2017年5月
Q08993,被告,河南省安阳县人民法院,买卖合同纠纷,456000,民事判决书,一审,2016年12月
Q08993,被执行人,湖南省宁乡县人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年5月
Q08993,上诉人,河南省安阳市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年4月
Q08993,被告,河南省安阳县人民法院,买卖合同纠纷,456000,民事判决书,一审,2015年11月
Q08993,上诉人,河南省安阳市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2015年4月
Q08996,原告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年11月
Q08996,申请执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年7月
Q08996,原告,江苏省常熟市人民法院,买卖合同纠纷,260000,民事判决书,一审,2016年3月
Q08999,原告,江苏省江阴市人民法院,加工合同纠纷,279000,民事判决书,一审,2015年11月
Q09010,原告,江苏省苏州工业园区人民法院,运输合同纠纷,0,民事裁定书,一审,2016年8月
Q09018,原告,江苏省张家港市人民法院,民间借贷纠纷,0,民事裁定书,一审,2018年4月
Q09018,申请人,江苏省张家港市人民法院,申请诉前财产保全,1600000,裁定书,财产保全程序,2017年12月
Q09029,被执行人,江苏省张家港市人民法院,提供劳务者受害责任纠纷,0,执行裁定书,执行程序,2015年10月
Q09029,上诉人,江苏省苏州市中级人民法院,提供劳务者受害责任纠纷,0,民事判决书,二审,2015年4月
Q09029,被告,江苏省张家港市人民法院,提供劳务者受害责任纠纷,96000,民事判决书,一审,2014年12月
Q09034,申请执行人,江苏省江阴市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年4月
Q09035,原告,江苏省昆山市人民法院,房屋租赁合同纠纷,9000,民事判决书,一审,2017年8月
Q09046,上诉人(原审原告),江苏省苏州市中级人民法院,确认劳动关系纠纷,0,民事判决书,二审,2017年12月
Q09046,原告,江苏省苏州市虎丘区人民法院,确认劳动关系纠纷,68000,民事判决书,一审,2017年8月
Q09048,申请人,江苏省张家港市人民法院,承揽合同纠纷,3250000,民事裁定书,一审,2018年2月
Q09064,原告,江苏省昆山市人民法院,买卖合同纠纷,304000,民事判决书,一审,2016年1月
Q09067,原告,江苏省苏州市相城区人民法院,建设工程施工合同纠纷,0,民事裁定书,一审,2017年3月
Q09078,原告,江苏省昆山市人民法院,买卖合同纠纷,15000,民事判决书,一审,2016年10月
Q09080,被告,江苏省苏州工业园区人民法院,专利代理合同纠纷,26000,民事判决书,一审,2016年3月
Q09084,原告,江苏省苏州市吴中区人民法院,承揽合同纠纷,0,民事判决书,一审,2014年4月
Q09086,被告,江苏省昆山市人民法院,建筑设备租赁合同纠纷,0,民事裁定书,一审,2016年1月
Q09092,被上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,0,民事判决书,二审,2017年3月
Q09092,原告,江苏省张家港市人民法院,买卖合同纠纷,2383000,民事判决书,一审,2015年6月
Q09097,原告,江苏省苏州工业园区人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年1月
Q09100,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年7月
Q08931,被执行人,江苏省太仓市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年8月
Q09108,申请执行人,江苏省苏州市虎丘区人民法院,房屋租赁合同纠纷,0,执行裁定书,执行程序,2017年2月
Q09108,原告,江苏省苏州市虎丘区人民法院,房屋租赁合同纠纷,150000,民事判决书,一审,2016年7月
Q09110,申请执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年5月
Q09110,原告,江苏省昆山市人民法院,定作合同纠纷,20000,民事判决书,一审,2016年3月
Q09111,被审申请人,江苏省高级人民法院,房屋租赁合同纠纷,0,民事裁定书,再审程序,2016年6月
Q09111,被上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,0,民事判决书,二审,2015年11月
Q09111,原告,江苏省苏州市吴中区人民法院,房屋租赁合同纠纷,11000,民事判决书,一审,2015年6月
Q09111,原告,江苏省苏州市吴中区人民法院,房屋租赁合同纠纷,15000,民事判决书,一审,2015年3月
Q09111,原告,江苏省苏州市姑苏区人民法院,追偿权纠纷,0,民事裁定书,一审,2014年7月
Q09115,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2015年6月
Q09115,原告,江苏省张家港市人民法院,买卖合同纠纷,20000,民事判决书,一审,2015年4月
Q09118,原告,江苏省张家港市人民法院,建设工程施工合同纠纷,0,民事裁定书,一审,2017年7月
Q09123,被告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年3月
Q09128,申请执行人,江苏省张家港市人民法院,加工合同纠纷,0,执行裁定书,执行程序,2016年7月
Q09128,原告,江苏省张家港市人民法院,加工合同纠纷,34000,民事判决书,一审,2015年5月
Q09132,被告,北京市朝阳区人民法院,金融借款合同纠纷,23000,民事判决书,一审,2017年7月
Q09132,被告,江苏省张家港市人民法院,房屋租赁合同纠纷,0,民事裁定书,一审,2015年12月
Q09132,被上诉人,江苏省苏州市中级人民法院,机动车交通事故责任纠纷,0,民事判决书,二审,2015年9月
Q09139,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2017年5月
Q09139,被告,江苏省常熟市人民法院,金融借款合同纠纷,3888000,民事判决书,一审,2016年9月
Q09140,原告,江苏省宜兴市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年3月
Q09143,原告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年12月
Q09145,被告,江苏省常熟市人民法院,劳动争议,0,民事判决书,一审,2015年11月
Q09145,被告,江苏省常熟市人民法院,劳动争议,0,民事裁定书,一审,2015年4月
Q09149,被告,江苏省昆山市人民法院,民间借贷纠纷,100000,民事判决书,一审,2012年11月
Q09156,被执行人,江苏省昆山市人民法院,民间借贷纠纷,0,执行裁定书,执行程序,2017年3月
Q09158,被执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年3月
Q09158,被告,江苏省张家港市人民法院,买卖合同纠纷,6643000,民事判决书,一审,2018年2月
Q09158,被执行人,江苏省泰州市海陵区人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年2月
Q09158,原审被告,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2017年7月
Q09158,第三人,江苏省淮安市清江浦区人民法院,民间借贷纠纷,2375000,民事判决书,一审,2017年6月
Q09158,被告,江苏省张家港市人民法院,承揽合同纠纷,2735000,民事判决书,一审,2017年4月
Q09158,被告,江苏省淮安市清江浦区人民法院,追偿权纠纷,0,民事判决书,一审,2017年4月
Q09158,被告,江苏省张家港市人民法院,买卖合同纠纷,96000,民事判决书,一审,2017年3月
Q09158,被告,江苏省张家港市人民法院,债权转让合同纠纷,0,民事裁定书,一审,2016年12月
Q09158,被告,江苏省江阴市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年8月
Q09158,被告,江苏省泰州市海陵区人民法院,买卖合同纠纷,2500000,民事裁定书,一审,2016年2月
Q09161,被执行人,浙江省湖州市南浔区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年6月
Q09161,被告,浙江省湖州市南浔区人民法院,承揽合同纠纷,56000,民事判决书,一审,2017年4月
Q09161,被执行人,江苏省常熟市人民法院,工伤保险待遇纠纷,0,执行裁定书,执行程序,2016年10月
Q09172,被告,江苏省张家港市人民法院,侵害商标权纠纷,0,民事裁定书,一审,2017年10月
Q09172,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年9月
Q09172,被告,江苏省张家港市人民法院,侵害商标权纠纷,0,民事裁定书,一审,2016年4月
Q09172,被告,江苏省张家港市人民法院,股权转让纠纷,0,民事裁定书,一审,2014年10月
Q09175,被上诉人,上海市第一中级人民法院,股权转让纠纷,0,民事裁定书,二审,2016年10月
Q09175,原告,上海市奉贤区人民法院,股权转让纠纷,0,民事判决书,一审,2016年6月
Q09177,被上诉人,江苏省苏州市中级人民法院,工伤保险待遇纠纷,136000,民事判决书,二审,2017年12月
Q09179,被告单位,江苏省昆山市人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,0,刑事判决书,一审,2017年10月
Q09179,原告,江苏省昆山市人民法院,买卖合同纠纷,147000,民事判决书,一审,2015年9月
Q09185,被告,江苏省苏州市相城区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年12月
Q09192,原告,上海市宝山区人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年5月
Q09194,原告,江苏省昆山市人民法院,票据纠纷,0,民事判决书,一审,2017年10月
Q09201,被上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,0,民事裁定书,二审,2015年5月
Q09205,被告,江苏省苏州市相城区人民法院,确认劳动关系纠纷,0,民事判决书,一审,2015年3月
Q09209,被执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q09209,被告,江苏省张家港市人民法院,买卖合同纠纷,409000,民事判决书,一审,2016年5月
Q09214,原告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年6月
Q09217,上诉人,江苏省苏州市中级人民法院,确认劳动关系纠纷,0,民事判决书,二审,2015年6月
Q09217,被告,江苏省昆山市人民法院,确认劳动关系纠纷,0,民事判决书,一审,2015年1月
Q09217,被告,江苏省昆山市人民法院,加工合同纠纷,96000,民事判决书,一审,2014年11月
Q09217,被告,江苏省昆山市人民法院,一般人格权纠纷,0,民事裁定书,一审,2014年10月
Q09219,原告,江苏省苏州市吴中区人民法院,承揽合同纠纷,74000,民事判决书,一审,2009年9月
Q09222,被告,江苏省太仓市人民法院,侵犯著作财产权纠纷,0,民事裁定书,一审,2016年4月
Q09222,上诉人,江苏省苏州市中级人民法院,物业服务合同纠纷,0,民事裁定书,二审,2014年12月
Q09222,被告,江苏省太仓市人民法院,物业服务合同纠纷,437000,民事判决书,一审,2014年9月
Q09222,被告,江苏省昆山市人民法院,服务合同纠纷,0,民事裁定书,一审,2013年12月
Q09224,被告,江苏省张家港市人民法院,侵害作品放映权纠纷,0,民事裁定书,一审,2016年12月
Q09237,原告,江苏省南通经济技术开发区人民法院,买卖合同纠纷,1485000,民事判决书,一审,2017年9月
Q09244,被告单位,江苏省昆山市人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,0,刑事判决书,一审,2018年2月
Q09244,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年4月
Q09244,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年1月
Q09244,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年2月
Q09244,上诉人,河南省南阳市中级人民法院,定作合同纠纷,0,民事判决书,二审,2014年11月
Q09244,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年6月
Q09244,原告,河南省淅川县人民法院,定作合同纠纷,0,民事裁定书,一审,2013年7月
Q09244,上诉人(原审原告、反诉被告),河南省南阳市中级人民法院,定作合同纠纷,0,民事裁定书,二审,2012年10月
