,小微企业ID,注册资金(万元),企业(机构)类型,行业门类代码,从业人数,投资总额(万元)
9435,Q30559,0.0,1,0,6.0,0.0
9436,Q30564,0.0,2,0,9.0,0.0
9437,Q30567,1.0,0,10,7.0,0.0
9438,Q30569,0.0,0,3,8.0,0.0
9439,Q30573,0.0,2,1,1.0,0.0
9440,Q30580,0.0,0,0,17.0,0.0
9441,Q30581,0.0,2,6,3.0,0.0
9442,Q30582,0.0,0,4,14.0,0.0
9443,Q30586,1.0,0,0,50.0,0.0
9444,Q30594,0.0,1,4,2.0,0.0
9445,Q30597,0.0,1,0,7.0,0.0
9446,Q30601,0.0,0,7,10.0,0.0
9447,Q30602,0.0,1,0,20.0,0.0
9448,Q30605,1.0,2,4,9.0,0.0
9449,Q30615,0.0,0,0,11.0,0.0
9450,Q30616,1.0,0,5,0.0,0.0
9451,Q30625,0.0,0,0,7.0,0.0
9452,Q30626,0.0,1,0,4.0,0.0
9453,Q30633,4.0,0,9,0.0,0.0
9454,Q30636,0.0,0,4,3.0,0.0
9455,Q30640,0.0,0,6,3.0,0.0
9456,Q30655,0.0,0,6,3.0,0.0
9457,Q30658,0.0,0,0,32.0,0.0
9458,Q30660,0.0,0,4,0.0,0.0
9459,Q30664,1.0,0,8,6.0,0.0
9460,Q30683,0.0,0,4,0.0,0.0
9461,Q30689,0.0,2,4,2.0,0.0
9462,Q30691,0.0,2,3,6.0,0.0
9463,Q30695,1.0,0,0,5.0,0.0
9464,Q30698,0.0,0,5,4.0,0.0
9465,Q30703,0.0,0,0,6.0,0.0
9466,Q30707,1.0,0,2,10.0,0.0
9467,Q30708,1.0,0,7,0.0,0.0
9468,Q30712,0.0,0,4,4.0,0.0
9469,Q30717,0.0,0,4,7.0,0.0
9470,Q30721,0.0,0,4,0.0,0.0
9471,Q30723,0.0,2,4,1.0,0.0
9472,Q30724,0.0,0,4,6.0,0.0
9473,Q30726,0.0,0,4,4.0,0.0
9474,Q30734,0.0,2,6,4.0,0.0
9475,Q30735,0.0,2,0,5.0,0.0
9476,Q30737,2.0,1,0,6.0,0.0
9477,Q30742,0.0,2,4,3.0,0.0
9478,Q30754,0.0,1,7,4.0,0.0
9479,Q30756,1.0,1,3,7.0,0.0
9480,Q30772,2.0,0,7,0.0,0.0
9481,Q30774,0.0,0,0,15.0,0.0
9482,Q30784,0.0,0,5,2.0,0.0
9483,Q30789,0.0,0,4,3.0,0.0
9484,Q30793,0.0,0,6,3.0,0.0
9485,Q30795,1.0,2,2,3.0,0.0
9486,Q30796,0.0,1,4,2.0,0.0
9487,Q30799,0.0,2,4,7.0,0.0
9488,Q30803,1.0,0,4,3.0,0.0
9489,Q30805,0.0,0,0,5.0,0.0
9490,Q30806,0.0,0,4,2.0,0.0
9491,Q30807,0.0,0,4,5.0,0.0
9492,Q30808,0.0,0,4,4.0,0.0
9493,Q30809,0.0,2,6,9.0,0.0
9494,Q30811,0.0,1,2,3.0,0.0
9495,Q30812,0.0,0,4,5.0,0.0
9496,Q30816,0.0,0,4,7.0,0.0
9497,Q30819,0.0,2,4,4.0,0.0
9498,Q30826,0.0,1,4,3.0,0.0
9499,Q30827,0.0,0,2,6.0,0.0
9500,Q30829,0.0,2,4,5.0,0.0
9501,Q30837,0.0,2,1,2.0,0.0
9502,Q30842,0.0,2,4,6.0,0.0
9503,Q30845,0.0,1,6,8.0,0.0
9504,Q30846,0.0,2,3,11.0,0.0
9505,Q30847,0.0,0,0,1.0,0.0
9506,Q30848,0.0,1,9,4.0,0.0
9507,Q30852,0.0,2,7,1.0,0.0
9508,Q30857,0.0,0,4,6.0,0.0
9509,Q30859,0.0,0,4,5.0,0.0
9510,Q30861,1.0,0,6,3.0,0.0
9511,Q30867,0.0,0,0,8.0,0.0
9512,Q30871,0.0,0,0,7.0,0.0
9513,Q30875,0.0,11,3,0.0,0.0
9514,Q30876,0.0,1,0,6.0,0.0
9515,Q30881,0.0,0,0,22.0,0.0
9516,Q30882,0.0,1,4,4.0,0.0
9517,Q30887,0.0,0,4,3.0,0.0
9518,Q30891,0.0,2,0,4.0,0.0
9519,Q30893,0.0,2,6,1.0,0.0
9520,Q30894,0.0,1,4,5.0,0.0
9521,Q30895,0.0,2,4,3.0,0.0
9522,Q30898,1.0,0,6,6.0,0.0
9523,Q30899,0.0,2,0,1.0,0.0
9524,Q30908,4.0,1,7,7.0,0.0
9525,Q30922,1.0,2,4,11.0,0.0
9526,Q30923,0.0,0,0,12.0,0.0
9527,Q30925,0.0,2,6,8.0,0.0
9528,Q30927,0.0,10,0,0.0,0.0
9529,Q30931,0.0,2,4,6.0,0.0
9530,Q30932,0.0,2,4,3.0,0.0
9531,Q30934,0.0,2,7,12.0,0.0
9532,Q30937,0.0,0,4,2.0,0.0
9533,Q30944,1.0,1,7,5.0,0.0
9534,Q30945,0.0,0,4,7.0,0.0
9535,Q30950,0.0,2,3,11.0,0.0
9536,Q30952,0.0,2,4,6.0,0.0
9537,Q30954,0.0,0,0,8.0,0.0
9538,Q30955,0.0,0,0,11.0,0.0
9539,Q30956,0.0,2,6,2.0,0.0
9540,Q30957,5.0,0,6,0.0,0.0
9541,Q30958,0.0,1,4,5.0,0.0
9542,Q30961,0.0,2,4,4.0,0.0
9543,Q30963,0.0,0,3,10.0,0.0
9544,Q30965,0.0,2,4,3.0,0.0
9545,Q30967,0.0,0,6,2.0,0.0
9546,Q30974,0.0,2,4,2.0,0.0
9547,Q30975,0.0,2,6,2.0,0.0
9548,Q30976,0.0,0,4,4.0,0.0
9549,Q30977,0.0,0,0,8.0,0.0
9550,Q30978,0.0,0,6,6.0,0.0
9551,Q30980,0.0,0,4,4.0,0.0
9552,Q30983,0.0,0,6,5.0,0.0
9553,Q30986,0.0,0,4,5.0,0.0
9554,Q30989,0.0,0,9,8.0,0.0
9555,Q30991,0.0,0,7,7.0,0.0
9556,Q30993,0.0,0,3,6.0,0.0
9557,Q30994,0.0,1,6,3.0,0.0
9558,Q30997,0.0,1,4,40.0,0.0
9559,Q31001,0.0,0,3,5.0,0.0
9560,Q31002,0.0,0,4,7.0,0.0
9561,Q31007,0.0,5,5,6.0,0.0
9562,Q31008,0.0,0,0,36.0,0.0
9563,Q31011,0.0,2,7,4.0,0.0
9564,Q31013,0.0,0,4,3.0,0.0
9565,Q31018,0.0,2,0,11.0,0.0
9566,Q31019,0.0,2,4,9.0,0.0
9567,Q31023,1.0,1,0,12.0,0.0
9568,Q31024,0.0,2,0,3.0,0.0
9569,Q31028,0.0,1,3,9.0,0.0
9570,Q31029,0.0,2,4,2.0,0.0
9571,Q31038,0.0,2,4,3.0,0.0
9572,Q31043,0.0,0,4,2.0,0.0
9573,Q31051,0.0,1,0,13.0,0.0
9574,Q31052,0.0,3,0,0.0,0.0
9575,Q31053,0.0,2,3,2.0,0.0
9576,Q31054,0.0,0,0,6.0,0.0
9577,Q31055,0.0,2,7,1.0,0.0
9578,Q31059,0.0,0,0,22.0,0.0
9579,Q31064,0.0,0,4,7.0,0.0
9580,Q31066,0.0,9,4,0.0,0.0
9581,Q31067,0.0,2,4,3.0,0.0
9582,Q31071,0.0,2,6,4.0,0.0
9583,Q31073,0.0,0,4,10.0,0.0
9584,Q31076,0.0,1,4,4.0,0.0
9585,Q31087,0.0,2,7,6.0,0.0
9586,Q31088,0.0,1,0,2.0,0.0
9587,Q31095,0.0,1,0,8.0,0.0
9588,Q31096,0.0,1,4,7.0,0.0
9589,Q31098,0.0,0,7,4.0,0.0
9590,Q31099,0.0,0,4,4.0,0.0
9591,Q31103,0.0,4,7,0.0,0.0
9592,Q31104,0.0,0,0,2.0,0.0
9593,Q31106,0.0,0,6,5.0,0.0
9594,Q31107,0.0,2,0,3.0,0.0
9595,Q31108,0.0,2,1,1.0,0.0
9596,Q31111,1.0,2,4,2.0,0.0
9597,Q31114,0.0,0,0,6.0,0.0
9598,Q31116,0.0,0,4,4.0,0.0
9599,Q31127,0.0,0,4,3.0,0.0
9600,Q31128,0.0,2,0,6.0,0.0
9601,Q31129,0.0,0,16,0.0,0.0
9602,Q31130,1.0,2,0,1.0,0.0
9603,Q31131,0.0,0,6,10.0,0.0
9604,Q31133,1.0,2,7,1.0,0.0
9605,Q31134,0.0,0,4,5.0,0.0
9606,Q31136,0.0,2,3,3.0,0.0
9607,Q31146,1.0,0,3,3.0,0.0
9608,Q31147,0.0,0,0,3.0,0.0
9609,Q31153,0.0,0,4,5.0,0.0
9610,Q31154,0.0,0,4,3.0,0.0
9611,Q31160,0.0,1,6,5.0,0.0
9612,Q31161,0.0,0,4,7.0,0.0
9613,Q31170,1.0,0,2,6.0,0.0
9614,Q31172,0.0,2,7,2.0,0.0
9615,Q31173,0.0,0,6,5.0,0.0
9616,Q31178,0.0,0,0,10.0,0.0
9617,Q31187,0.0,2,6,2.0,0.0
9618,Q31190,0.0,0,0,3.0,0.0
9619,Q31191,0.0,0,4,8.0,0.0
9620,Q31193,1.0,0,6,1.0,0.0
9621,Q31194,1.0,0,0,0.0,0.0
9622,Q31195,0.0,0,4,2.0,0.0
9623,Q31203,0.0,2,0,9.0,0.0
9624,Q31206,0.0,2,9,4.0,0.0
9625,Q31207,0.0,0,3,3.0,0.0
9626,Q31211,0.0,0,4,7.0,0.0
9627,Q31214,0.0,0,3,2.0,0.0
9628,Q31217,2.0,9,5,0.0,2.0
9629,Q31218,0.0,0,4,2.0,0.0
9630,Q31219,0.0,0,4,4.0,0.0
9631,Q31220,0.0,0,7,10.0,0.0
9632,Q31223,0.0,1,7,5.0,0.0
9633,Q31226,0.0,4,4,0.0,0.0
9634,Q31227,0.0,0,4,8.0,0.0
9635,Q31231,0.0,0,7,6.0,0.0
9636,Q31233,0.0,0,4,4.0,0.0
9637,Q31236,2.0,1,4,7.0,0.0
9638,Q31240,0.0,0,0,10.0,0.0
9639,Q31241,0.0,0,4,7.0,0.0
9640,Q31247,0.0,2,4,3.0,0.0
9641,Q31248,0.0,2,9,14.0,0.0
9642,Q31249,0.0,0,3,3.0,0.0
9643,Q31251,1.0,0,4,9.0,0.0
9644,Q31253,0.0,0,0,6.0,0.0
9645,Q31254,0.0,2,4,1.0,0.0
9646,Q31256,0.0,0,3,10.0,0.0
9647,Q31259,0.0,2,4,4.0,0.0
9648,Q31260,0.0,0,4,5.0,0.0
9649,Q31269,0.0,0,6,15.0,0.0
9650,Q31270,0.0,0,0,22.0,0.0
9651,Q31271,1.0,0,7,2.0,0.0
9652,Q31274,0.0,0,6,12.0,0.0
9653,Q31276,1.0,0,0,6.0,0.0
9654,Q31277,0.0,2,4,5.0,0.0
9655,Q31283,0.0,0,4,10.0,0.0
9656,Q31291,0.0,0,4,11.0,0.0
9657,Q31293,0.0,0,4,5.0,0.0
9658,Q31301,0.0,0,4,8.0,0.0
9659,Q31306,0.0,2,4,2.0,0.0
9660,Q31309,0.0,0,0,10.0,0.0
9661,Q31312,0.0,2,4,6.0,0.0
9662,Q31314,0.0,1,0,12.0,0.0
9663,Q31318,0.0,2,6,3.0,0.0
9664,Q31319,2.0,0,4,0.0,0.0
9665,Q31321,1.0,0,0,60.0,0.0
9666,Q31322,0.0,0,4,2.0,0.0
9667,Q31325,0.0,2,6,1.0,0.0
9668,Q31332,0.0,0,4,4.0,0.0
9669,Q31335,0.0,0,4,8.0,0.0
9670,Q31336,0.0,1,0,7.0,0.0
9671,Q31338,0.0,2,4,8.0,0.0
9672,Q31340,0.0,2,7,2.0,0.0
9673,Q31341,0.0,1,0,5.0,0.0
9674,Q31347,0.0,2,4,11.0,0.0
9675,Q31349,0.0,2,9,3.0,0.0
9676,Q31355,0.0,2,0,6.0,0.0
9677,Q31357,0.0,0,4,10.0,0.0
9678,Q31358,0.0,2,4,6.0,0.0
9679,Q31359,0.0,1,7,1.0,0.0
9680,Q31360,5.0,9,0,0.0,9.0
9681,Q31361,0.0,1,4,4.0,0.0
9682,Q31368,0.0,2,4,7.0,0.0
9683,Q31370,0.0,1,9,4.0,0.0
9684,Q31377,0.0,0,6,5.0,0.0
9685,Q31378,0.0,0,0,18.0,0.0
9686,Q31385,0.0,0,6,8.0,0.0
9687,Q31386,1.0,2,2,6.0,0.0
9688,Q31402,0.0,0,4,4.0,0.0
9689,Q31404,0.0,0,0,9.0,0.0
9690,Q31405,0.0,0,0,7.0,0.0
9691,Q31409,0.0,1,11,4.0,0.0
9692,Q31411,0.0,2,4,1.0,0.0
9693,Q31415,0.0,1,5,13.0,0.0
9694,Q31418,0.0,2,7,3.0,0.0
9695,Q31420,0.0,11,3,0.0,0.0
9696,Q31423,0.0,0,0,4.0,0.0
9697,Q31424,0.0,0,6,7.0,0.0
9698,Q31433,3.0,2,6,1.0,0.0
9699,Q31446,0.0,1,4,2.0,0.0
9700,Q31450,0.0,0,4,3.0,0.0
9701,Q31456,2.0,0,0,4.0,0.0
9702,Q31458,0.0,2,6,3.0,0.0
9703,Q31460,0.0,0,6,10.0,0.0
9704,Q31461,0.0,0,0,8.0,0.0
9705,Q31468,0.0,0,4,4.0,0.0
9706,Q31473,0.0,0,9,3.0,0.0
9707,Q31477,0.0,0,4,5.0,0.0
9708,Q31478,0.0,1,6,6.0,0.0
9709,Q31479,0.0,2,7,1.0,0.0
9710,Q31481,0.0,1,4,6.0,0.0
9711,Q31490,0.0,0,4,3.0,0.0
9712,Q31491,0.0,1,7,2.0,0.0
9713,Q31496,0.0,0,0,22.0,0.0
9714,Q31498,0.0,2,6,2.0,0.0
9715,Q31499,0.0,0,4,7.0,0.0
9716,Q31500,0.0,0,4,7.0,0.0
9717,Q31501,0.0,0,3,2.0,0.0
9718,Q31511,1.0,0,4,10.0,0.0
9719,Q31513,0.0,0,7,13.0,0.0
9720,Q31514,0.0,0,4,8.0,0.0
9721,Q31515,0.0,2,0,9.0,0.0
9722,Q31517,0.0,0,4,10.0,0.0
9723,Q31519,0.0,0,9,5.0,0.0
9724,Q31522,0.0,2,0,9.0,0.0
9725,Q31529,0.0,6,0,65.0,0.0
9726,Q31530,1.0,1,2,6.0,0.0
9727,Q31539,0.0,0,0,10.0,0.0
9728,Q31542,0.0,0,4,10.0,0.0
9729,Q31544,0.0,1,6,3.0,0.0
9730,Q31546,0.0,0,0,7.0,0.0
9731,Q31548,0.0,2,11,8.0,0.0
9732,Q31552,0.0,2,0,4.0,0.0
9733,Q31557,0.0,2,4,3.0,0.0
9734,Q31559,1.0,0,7,6.0,0.0
9735,Q31560,0.0,0,1,16.0,0.0
9736,Q31561,0.0,0,4,4.0,0.0
9737,Q31563,0.0,2,4,7.0,0.0
9738,Q31568,0.0,0,4,2.0,0.0
9739,Q31569,0.0,0,0,4.0,0.0
9740,Q31575,0.0,0,0,3.0,0.0
9741,Q31576,0.0,0,3,5.0,0.0
9742,Q31577,0.0,0,0,20.0,0.0
9743,Q31579,0.0,0,3,3.0,0.0
9744,Q31588,0.0,2,4,3.0,0.0
9745,Q31592,0.0,0,4,4.0,0.0
9746,Q31595,0.0,0,4,4.0,0.0
9747,Q31600,0.0,0,0,7.0,0.0
9748,Q31601,0.0,0,0,4.0,0.0
9749,Q31602,0.0,0,5,2.0,0.0
9750,Q31608,0.0,0,0,6.0,0.0
9751,Q31613,0.0,2,7,1.0,0.0
9752,Q31615,0.0,0,4,7.0,0.0
9753,Q31616,0.0,1,6,10.0,0.0
9754,Q31617,0.0,1,0,7.0,0.0
9755,Q31623,0.0,2,6,6.0,0.0
9756,Q31626,0.0,0,1,2.0,0.0
9757,Q31627,1.0,2,0,6.0,0.0
9758,Q31629,0.0,1,0,8.0,0.0
9759,Q31630,2.0,9,0,0.0,2.0
9760,Q31634,0.0,0,6,11.0,0.0
9761,Q31635,1.0,0,0,24.0,0.0
9762,Q31640,0.0,1,7,6.0,0.0
9763,Q31645,0.0,2,0,6.0,0.0
9764,Q31648,0.0,2,5,3.0,0.0
9765,Q31656,0.0,1,0,12.0,0.0
9766,Q31659,0.0,1,7,8.0,0.0
9767,Q31666,0.0,1,0,0.0,0.0
9768,Q31669,0.0,2,1,11.0,0.0
9769,Q31673,0.0,0,5,0.0,0.0
9770,Q31680,0.0,0,4,11.0,0.0
9771,Q31682,0.0,0,6,10.0,0.0
9772,Q31687,0.0,0,6,3.0,0.0
9773,Q31690,0.0,2,0,6.0,0.0
9774,Q31694,0.0,2,4,2.0,0.0
9775,Q31696,0.0,0,4,8.0,0.0
9776,Q31697,0.0,2,3,2.0,0.0
9777,Q31704,0.0,0,4,10.0,0.0
9778,Q31705,0.0,1,7,2.0,0.0
9779,Q31706,0.0,2,4,6.0,0.0
9780,Q31708,0.0,3,6,0.0,0.0
9781,Q31709,0.0,0,3,4.0,0.0
9782,Q31710,0.0,0,7,3.0,0.0
9783,Q31722,0.0,2,6,6.0,0.0
9784,Q31729,0.0,0,0,15.0,0.0
9785,Q31731,0.0,0,4,7.0,0.0
9786,Q31732,0.0,0,4,3.0,0.0
9787,Q31740,0.0,0,0,8.0,0.0
9788,Q31743,0.0,0,4,7.0,0.0
9789,Q31747,0.0,0,6,5.0,0.0
9790,Q31749,0.0,0,4,7.0,0.0
9791,Q31750,1.0,2,2,13.0,0.0
9792,Q31751,1.0,2,2,3.0,0.0
9793,Q31757,0.0,1,3,7.0,0.0
9794,Q31760,0.0,2,5,3.0,0.0
9795,Q31770,0.0,9,4,0.0,0.0
9796,Q31773,0.0,1,4,13.0,0.0
9797,Q31774,0.0,0,4,10.0,0.0
9798,Q31776,0.0,1,4,5.0,0.0
9799,Q31779,0.0,2,7,2.0,0.0
9800,Q31793,0.0,2,4,4.0,0.0
9801,Q31796,0.0,2,4,2.0,0.0
9802,Q31803,0.0,0,7,0.0,0.0
9803,Q31810,0.0,0,7,6.0,0.0
9804,Q31812,0.0,0,4,7.0,0.0
9805,Q31813,1.0,1,3,10.0,0.0
9806,Q31816,0.0,0,4,5.0,0.0
9807,Q31817,0.0,1,0,2.0,0.0
9808,Q31820,0.0,0,10,3.0,0.0
9809,Q31822,0.0,0,7,8.0,0.0
9810,Q31823,2.0,0,7,9.0,0.0
9811,Q31824,0.0,0,7,2.0,0.0
9812,Q31825,0.0,0,4,4.0,0.0
9813,Q31827,0.0,2,2,2.0,0.0
9814,Q31829,0.0,0,4,4.0,0.0
9815,Q31831,0.0,1,4,3.0,0.0
9816,Q31832,0.0,0,7,7.0,0.0
9817,Q31836,1.0,2,0,21.0,0.0
9818,Q31837,1.0,2,3,11.0,0.0
9819,Q31846,0.0,1,0,13.0,0.0
9820,Q31847,0.0,1,3,5.0,0.0
9821,Q31848,0.0,1,7,2.0,0.0
9822,Q31853,0.0,0,4,10.0,0.0
9823,Q31858,1.0,1,0,5.0,0.0
9824,Q31861,0.0,0,4,2.0,0.0
9825,Q31863,0.0,0,6,10.0,0.0
9826,Q31864,0.0,2,4,11.0,0.0
9827,Q31872,0.0,0,4,6.0,0.0
9828,Q31886,1.0,0,4,3.0,0.0
9829,Q31887,0.0,17,0,0.0,0.0
9830,Q31888,0.0,0,0,7.0,0.0
9831,Q31891,1.0,0,0,12.0,0.0
9832,Q31897,0.0,0,0,150.0,0.0
9833,Q31899,0.0,0,6,3.0,0.0
9834,Q31914,0.0,0,7,11.0,0.0
9835,Q31919,0.0,2,6,2.0,0.0
9836,Q31929,0.0,0,5,10.0,0.0
9837,Q31933,0.0,2,4,6.0,0.0
9838,Q31934,1.0,0,4,3.0,0.0
9839,Q31946,1.0,0,3,13.0,0.0
9840,Q31950,0.0,0,4,2.0,0.0
9841,Q31951,0.0,2,5,4.0,0.0
9842,Q31953,0.0,1,4,11.0,0.0
9843,Q31955,2.0,1,0,4.0,0.0
9844,Q31956,0.0,1,3,2.0,0.0
9845,Q31958,0.0,2,4,1.0,0.0
9846,Q31959,0.0,1,9,2.0,0.0
9847,Q31966,0.0,2,0,6.0,0.0
9848,Q31967,1.0,2,4,2.0,0.0
9849,Q31969,0.0,1,4,4.0,0.0
9850,Q31970,0.0,2,6,2.0,0.0
9851,Q31974,0.0,0,7,8.0,0.0
9852,Q31975,0.0,0,4,5.0,0.0
9853,Q31977,1.0,0,4,7.0,0.0
9854,Q31978,1.0,0,4,5.0,0.0
9855,Q31980,0.0,2,1,1.0,0.0
9856,Q31981,0.0,0,4,6.0,0.0
9857,Q31983,0.0,2,4,11.0,0.0
9858,Q31984,0.0,1,1,21.0,0.0
9859,Q31987,0.0,1,0,10.0,0.0
9860,Q31990,0.0,2,6,4.0,0.0
9861,Q31997,0.0,0,4,6.0,0.0
9862,Q32002,0.0,0,0,15.0,0.0
9863,Q32008,0.0,0,10,8.0,0.0
9864,Q32012,0.0,2,3,3.0,0.0
9865,Q32016,0.0,1,4,10.0,0.0
9866,Q32017,1.0,0,0,2.0,0.0
9867,Q32020,0.0,2,7,3.0,0.0
9868,Q32021,0.0,0,0,7.0,0.0
9869,Q32022,0.0,0,0,20.0,0.0
9870,Q32023,0.0,0,4,2.0,0.0
9871,Q32037,0.0,0,7,10.0,0.0
9872,Q32040,0.0,0,10,7.0,0.0
9873,Q32044,0.0,2,7,2.0,0.0
9874,Q32050,0.0,0,0,7.0,0.0
9875,Q32051,0.0,0,0,8.0,0.0
9876,Q32060,0.0,0,0,8.0,0.0
9877,Q32061,2.0,0,0,10.0,0.0
9878,Q32070,0.0,0,4,8.0,0.0
9879,Q32071,0.0,0,4,12.0,0.0
9880,Q32077,0.0,2,0,4.0,0.0
9881,Q32079,0.0,0,0,8.0,0.0
9882,Q32081,0.0,0,0,5.0,0.0
9883,Q32083,0.0,1,5,34.0,0.0
9884,Q32084,0.0,1,6,5.0,0.0
9885,Q32089,0.0,0,0,2.0,0.0
9886,Q32090,0.0,0,0,24.0,0.0
9887,Q32093,0.0,2,7,5.0,0.0
9888,Q32094,1.0,0,2,7.0,0.0
9889,Q32095,0.0,0,0,8.0,0.0
9890,Q32102,0.0,0,11,10.0,0.0
9891,Q32113,0.0,0,4,7.0,0.0
9892,Q32116,0.0,2,4,1.0,0.0
9893,Q32118,0.0,11,7,0.0,0.0
9894,Q32119,0.0,2,6,3.0,0.0
9895,Q32122,2.0,0,6,6.0,0.0
9896,Q32124,0.0,2,6,3.0,0.0
9897,Q32126,0.0,0,0,7.0,0.0
9898,Q32127,0.0,0,4,7.0,0.0
9899,Q32138,0.0,0,6,5.0,0.0
9900,Q32141,0.0,0,0,8.0,0.0
9901,Q32142,0.0,9,0,0.0,0.0
9902,Q32146,0.0,0,4,10.0,0.0
9903,Q32152,0.0,0,0,10.0,0.0
9904,Q32155,0.0,0,4,4.0,0.0
9905,Q32161,0.0,0,6,8.0,0.0
9906,Q32162,0.0,0,0,2.0,0.0
9907,Q32163,0.0,1,4,2.0,0.0
9908,Q32168,0.0,2,0,27.0,0.0
9909,Q32175,0.0,0,0,2.0,0.0
9910,Q32176,1.0,0,5,4.0,0.0
9911,Q32178,0.0,0,4,5.0,0.0
9912,Q32183,0.0,2,4,1.0,0.0
9913,Q32185,0.0,0,4,10.0,0.0
9914,Q32189,0.0,0,4,4.0,0.0
9915,Q32196,0.0,0,0,4.0,0.0
9916,Q32202,1.0,0,7,7.0,0.0
9917,Q32203,0.0,0,10,4.0,0.0
9918,Q32204,0.0,0,4,7.0,0.0
9919,Q32206,0.0,2,7,3.0,0.0
9920,Q32207,0.0,0,0,14.0,0.0
9921,Q32210,0.0,0,4,2.0,0.0
9922,Q32215,0.0,0,0,5.0,0.0
9923,Q32221,0.0,0,2,6.0,0.0
9924,Q32222,0.0,0,2,8.0,0.0
9925,Q32223,0.0,2,4,4.0,0.0
9926,Q32228,1.0,0,0,2.0,0.0
9927,Q32229,0.0,1,3,5.0,0.0
9928,Q32233,0.0,0,7,4.0,0.0
9929,Q32237,0.0,1,0,10.0,0.0
9930,Q32239,0.0,0,6,6.0,0.0
9931,Q32243,0.0,0,1,0.0,0.0
9932,Q32244,0.0,0,7,7.0,0.0
9933,Q32246,0.0,2,0,5.0,0.0
9934,Q32251,0.0,0,7,10.0,0.0
9935,Q32253,0.0,0,6,10.0,0.0
9936,Q32254,0.0,0,4,14.0,0.0
9937,Q32255,0.0,2,4,2.0,0.0
9938,Q32260,0.0,1,3,5.0,0.0
9939,Q32263,0.0,1,4,7.0,0.0
9940,Q32264,0.0,0,4,5.0,0.0
9941,Q32266,0.0,1,4,10.0,0.0
9942,Q32268,0.0,1,4,10.0,0.0
9943,Q32271,0.0,1,5,7.0,0.0
9944,Q32272,0.0,1,7,1.0,0.0
9945,Q32273,0.0,1,6,5.0,0.0
9946,Q32275,0.0,2,7,12.0,0.0
9947,Q32276,0.0,2,6,11.0,0.0
9948,Q32278,0.0,1,0,7.0,0.0
9949,Q32281,0.0,0,3,3.0,0.0
9950,Q32284,1.0,9,0,0.0,0.0
9951,Q32285,0.0,0,4,10.0,0.0
9952,Q32287,0.0,2,4,4.0,0.0
9953,Q32306,0.0,0,0,8.0,0.0
9954,Q32309,0.0,0,3,4.0,0.0
9955,Q32310,0.0,29,7,0.0,0.0
9956,Q32313,0.0,0,0,0.0,0.0
9957,Q32315,0.0,9,7,0.0,0.0
9958,Q32321,0.0,2,4,9.0,0.0
9959,Q32323,0.0,0,4,4.0,0.0
9960,Q32324,1.0,0,7,6.0,0.0
9961,Q32325,1.0,0,3,4.0,0.0
9962,Q32327,0.0,0,4,7.0,0.0
9963,Q32329,0.0,0,3,11.0,0.0
9964,Q32331,1.0,0,4,5.0,0.0
9965,Q32333,0.0,0,3,5.0,0.0
9966,Q32334,0.0,1,0,30.0,0.0
9967,Q32336,0.0,0,0,9.0,0.0
9968,Q32348,0.0,0,0,3.0,0.0
9969,Q32353,0.0,14,16,0.0,0.0
9970,Q32354,0.0,0,0,30.0,0.0
9971,Q32361,0.0,0,0,16.0,0.0
9972,Q32364,0.0,2,4,4.0,0.0
9973,Q32369,0.0,2,0,3.0,0.0
9974,Q32371,0.0,0,5,4.0,0.0
9975,Q32372,0.0,2,6,3.0,0.0
9976,Q32374,0.0,2,7,9.0,0.0
9977,Q32376,0.0,0,0,4.0,0.0
9978,Q32391,0.0,0,4,2.0,0.0
9979,Q32392,1.0,0,6,0.0,0.0
9980,Q32395,0.0,0,0,4.0,0.0
9981,Q32397,2.0,0,0,2.0,0.0
9982,Q32399,2.0,1,0,6.0,0.0
9983,Q32400,0.0,1,4,5.0,0.0
9984,Q32402,0.0,0,4,8.0,0.0
9985,Q32403,0.0,1,1,10.0,0.0
9986,Q32407,0.0,0,6,12.0,0.0
9987,Q32408,0.0,0,10,5.0,0.0
9988,Q32410,0.0,0,4,5.0,0.0
9989,Q32420,0.0,0,4,10.0,0.0
9990,Q32421,0.0,2,4,4.0,0.0
9991,Q32423,0.0,0,0,10.0,0.0
9992,Q32428,0.0,2,3,2.0,0.0
9993,Q32434,0.0,1,0,12.0,0.0
9994,Q32437,0.0,2,4,1.0,0.0
9995,Q32442,0.0,2,4,3.0,0.0
9996,Q32443,0.0,9,0,0.0,0.0
9997,Q32445,0.0,0,6,4.0,0.0
9998,Q32448,0.0,9,6,0.0,0.0
9999,Q32450,0.0,0,4,6.0,0.0
10000,Q32451,0.0,2,11,5.0,0.0
10001,Q32457,0.0,2,4,11.0,0.0
10002,Q32464,0.0,2,4,11.0,0.0
10003,Q32465,0.0,1,4,2.0,0.0
10004,Q32468,0.0,1,4,2.0,0.0
10005,Q32471,0.0,0,4,6.0,0.0
10006,Q32472,0.0,2,4,4.0,0.0
10007,Q32480,0.0,0,0,4.0,0.0
10008,Q32482,1.0,0,6,0.0,0.0
10009,Q32484,1.0,0,2,10.0,0.0
10010,Q32487,0.0,0,3,2.0,0.0
10011,Q32497,1.0,1,7,3.0,0.0
10012,Q32500,0.0,0,4,2.0,0.0
10013,Q32501,0.0,0,0,4.0,0.0
10014,Q32504,0.0,0,7,7.0,0.0
10015,Q32507,0.0,0,0,0.0,0.0
